"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","3","blue","frc4828","frc3229","frc8738","48","6","6","None","Level","7","13","Park","Level","0"
"2","7","red","frc8205","frc4828","frc9008","20","0","8","None","NotLevel","0","12","Park","Level","0"
"3","14","red","frc8804","frc4828","frc3459","37","0","0","None","Level","8","20","Park","Level","1"
"4","19","blue","frc4828","frc3737","frc7671","46","3","9","None","Level","10","32","Park","Level","0"
"5","22","blue","frc8304","frc4828","frc8804","25","3","6","None","Level","10","14","None","NotLevel","0"
"6","26","red","frc4828","frc9042","frc9259","44","0","3","None","Level","6","26","None","Level","0"
"7","35","red","frc2059","frc6908","frc4828","40","0","3","None","NotLevel","10","22","Docked","Level","1"
"8","40","blue","frc5518","frc4828","frc4816","22","3","15","Docked","Level","2","2","Docked","Level","0"
"9","45","red","frc4828","frc5160","frc9259","58","0","12","None","Level","19","41","Park","Level","3"
"10","48","red","frc6004","frc3822","frc4828","52","0","15","None","Level","17","37","Park","Level","1"
"11","51","blue","frc8746","frc8758","frc4828","38","3","3","None","Level","8","30","Park","Level","0"
"12","57","red","frc2655","frc2640","frc4828","42","3","6","None","Level","13","21","Park","NotLevel","0"
