"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","9","red","frc6865","frc2403","frc4693","95","18","21","None","NotLevel","41","49","Docked","NotLevel","1"
"2","19","blue","frc469","frc6865","frc1683","143","12","30","None","Level","53","83","Park","Level","4"
"3","34","red","frc25","frc5505","frc6865","125","18","36","None","Level","54","64","Docked","NotLevel","0"
"4","47","red","frc587","frc604","frc6865","167","30","48","Docked","Level","57","79","Docked","Level","4"
"5","57","blue","frc360","frc6865","frc5618","134","24","42","Docked","Level","45","67","Docked","Level","2"
"6","67","red","frc4175","frc6865","frc3679","106","18","32","Docked","NotLevel","32","54",NA,"Level","1"
"7","83","red","frc6865","frc5152","frc5653","-1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","93","blue","frc3668","frc6865","frc2638","-1",NA,NA,NA,NA,NA,NA,"Docked",NA,NA
"9","114","blue","frc319","frc5988","frc6865","-1",NA,NA,NA,NA,NA,NA,"Park",NA,NA
"10","128","red","frc6865","frc176","frc2230","-1",NA,NA,NA,NA,NA,NA,"Docked",NA,NA
