"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","2","blue","frc3538","frc6344","frc6029","96","6","24","None","Level","30","52","Park","Level","3"
"2","12","red","frc6029","frc7598","frc3414","66","3","24","None","Level","15","37","Docked","Level","3"
"3","17","red","frc27","frc66","frc6029","80","10","24","None","NotLevel","26","46","Docked","Level","1"
"4","22","blue","frc7553","frc6029","frc7178","57","4","7","None","Level","35","45","Docked","NotLevel","0"
"5","27","red","frc4362","frc6029","frc308","99","9","30","None","Level","42","54","Docked","Level","2"
"6","33","red","frc6029","frc7225","frc9204","64","9","15","None","Level","22","44","Park","Level","0"
"7","39","blue","frc6029","frc503","frc5065","66","6","21","None","Level","23","45","Docked","Level","3"
"8","49","red","frc6029","frc8314","frc6618","41","4","7","None","Level","23","29","Docked","Level","0"
"9","54","blue","frc5531","frc6029","frc4737","39","3","9","None","Level","13","25","Park","Level","0"
"10","60","red","frc6591","frc6029","frc3707","57","0","18","None","Level","12","34","Docked","Level","1"
"11","66","blue","frc5053","frc4680","frc6029","47","6","12","None","Level","13","35","Docked","Level","0"
"12","70","red","frc5695","frc9239","frc6029","56","3","6","None","Level","15","35","Docked","Level","0"
