"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","3","blue","frc292","frc3494","frc829","102","4","19","Docked","Level","48","68","Docked","Level","3"
"2","6","red","frc3494","frc3890","frc9119","45","0","8","Docked","NotLevel","15","37","Docked","Level","1"
"3","13","red","frc8116","frc3494","frc7457","67","9","20","Docked","NotLevel","20","42","Docked","Level","3"
"4","17","blue","frc8742","frc3494","frc2171","63","3","18","Docked","Level","18","40","Docked","Level","1"
"5","22","blue","frc3559","frc3494","frc3487","88","6","21","Docked","Level","35","57","Docked","Level","3"
"6","25","blue","frc3494","frc4580","frc45","68","9","21","Docked","Level","22","42","Park","Level","1"
"7","29","blue","frc3494","frc9119","frc868","105","12","27","None","Level","41","63","Park","Level","3"
"8","36","red","frc7617","frc8103","frc3494","92","9","27","Docked","Level","33","55","Docked","Level","1"
"9","42","red","frc1741","frc3947","frc3494","91","12","27","Docked","Level","32","54","Docked","Level","1"
"10","47","blue","frc3494","frc8564","frc7454","100","15","24","None","Level","26","56","Docked","Level","3"
"11","51","blue","frc5188","frc5010","frc3494","114","18","33","None","Level","39","61","Docked","Level","1"
"12","55","red","frc4272","frc234","frc3494","139","15","36","None","Level","56","78","Docked","Level","4"
