"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","6","red","frc5247","frc5152","frc4237","105","0","18","None","Level","50","72","Docked","Level","3"
"2","12","red","frc6588","frc6642","frc5152","64","28","43","Docked","Level","2","16","Docked","NotLevel","2"
"3","18","blue","frc5152","frc7814","frc5623","39","0","0","None","NotLevel","30","34","Docked","NotLevel","0"
"4","23","blue","frc5980","frc5152","frc74","77","6","12","None","NotLevel","28","50","Docked","Level","2"
"5","28","blue","frc3875","frc5227","frc5152","69","0","6","None","NotLevel","36","58","Docked","Level","2"
"6","37","blue","frc3658","frc5152","frc5610","83","0","21","Docked","Level","35","57","Docked","Level","3"
"7","43","blue","frc5152","frc2959","frc5843","106","9","27","Docked","Level","30","50","Docked","Level","3"
"8","50","red","frc5110","frc4325","frc5152","92","3","18","Docked","Level","42","64","Docked","Level","3"
"9","55","red","frc5462","frc7210","frc5152","82","6","24","Docked","Level","26","48","Docked","Level","1"
"10","61","blue","frc5152","frc5535","frc5182","89","6","17","Docked","NotLevel","37","67","Docked","Level","1"
"11","67","blue","frc5056","frc5152","frc1940","84","0","15","Docked","Level","32","54","Docked","Level","3"
"12","73","red","frc5152","frc3620","frc94","100","6","24","Docked","Level","46","66","Docked","Level","3"
