"","team","opr_difficulty_rating","rp_difficulty_rating"
"1","frc3990",-15.3540622218389,-0.404737551284249
"2","frc4270",-15.0455194965046,-0.539099194285943
"3","frc4738",-12.4384783581639,-0.894994144600803
"4","frc3310",-11.3232161911414,-0.74025025912762
"5","frc3847",-11.1282180278557,-0.683138864872961
"6","frc6329",-9.99196244097397,-0.282315863893769
"7","frc1756",-9.76433023261451,-0.486448920861875
"8","frc180",-9.36609240712177,-0.392232285480277
"9","frc8046",-9.32553217704047,-0.39788968403578
"10","frc8711",-8.99734887237954,0.102580767292344
"11","frc4253",-8.88034072450906,-0.537665418040454
"12","frc449",-8.64880410001792,-0.0603633462567936
"13","frc5727",-8.17637137993039,-0.201400857179805
"14","frc7021",-7.94098874264983,-0.286585978131435
"15","frc148",-7.6819302820011,-0.348562484799008
"16","frc8426",-7.24726498561461,-0.237432333337135
"17","frc7220",-6.24421528530758,-0.372117872889749
"18","frc5940",-6.14863102446014,-0.124962892629021
"19","frc1771",-6.0498223357299,-0.291676981906427
"20","frc343",-5.83123331229884,-0.238178707211584
"21","frc1403",-5.59063250858899,-0.280020051800684
"22","frc5907",-5.49545148518367,-0.25513674463336
"23","frc4392",-5.31025325848568,-0.121569056159101
"24","frc8177",-5.28375372444161,0.00494830521046332
"25","frc4131",-5.17227915259598,-0.215421847468993
"26","frc115",-5.11307805045967,-0.247327916869304
"27","frc5414",-4.45311523491405,0.223739444867999
"28","frc1868",-4.1106982711015,0.0320212150719481
"29","frc4010",-4.03888943161484,-0.0992294859793165
"30","frc333",-3.98347821039543,-0.0847910198703601
"31","frc325",-3.52554931773754,0.126497236675337
"32","frc3616",-3.04871500786041,-0.0677187254055811
"33","frc2945",-2.5424786279541,0.0104787392526886
"34","frc6995",-2.47280562642761,-0.296404712362095
"35","frc4003",-2.3470176685011,-0.131945704699106
"36","frc7890",-2.28615940065655,-0.303128034886844
"37","frc818",-2.07146717311777,0.011172149749672
"38","frc2451",-2.04038610463703,-0.261357985053757
"39","frc1100",-1.77448831648873,0.0850308348059975
"40","frc5687",-1.54031410847182,-0.132182273086662
"41","frc4766",-0.262994393656938,0.074216006730905
"42","frc9015",-0.19505959339842,-0.0268848352121527
"43","frc302",0.0641913550244837,0.0192535409726629
"44","frc2791",0.0719305169421418,-0.286373656498987
"45","frc3284",0.688382056250822,0.120921816967986
"46","frc5901",1.09287679595738,-0.307354111890095
"47","frc2637",1.13222278982764,0.249484864722738
"48","frc2199",1.76762127468764,0.078232720328335
"49","frc7565",1.8434067691111,-0.0794683166725449
"50","frc8393",2.020002938082,0.0408765788850391
"51","frc6652",2.27403122753786,-0.046262029955928
"52","frc3132",2.56196488791847,-0.060841970380419
"53","frc7042",2.85778137242041,-0.0184808179792052
"54","frc840",2.89409191660911,0.358482260576371
"55","frc6358",3.25143726274118,0.164603749399998
"56","frc2370",3.41623859781696,-0.0617387869541829
"57","frc6647",3.64958642999077,-0.0392524829767582
"58","frc6413",3.71501719344741,-0.244755698124956
"59","frc649",4.26709757398723,0.0453334853510754
"60","frc399",5.07604776154073,-0.0961083766201593
"61","frc6348",5.84630927652059,0.370530853013154
"62","frc3008",5.87867496668449,0.255902748195037
"63","frc7534",6.30944278534716,0.458922548878799
"64","frc6868",6.46124797103088,0.0781018667775077
"65","frc9219",7.09793526303451,0.30277935702527
"66","frc3526",7.27429779635236,0.363018050994215
"67","frc8739",7.84597712388709,0.51759553322291
"68","frc3341",8.498957247094,0.785880380789949
"69","frc9016",8.92175266947978,0.575895164900766
"70","frc3489",9.47964100500507,0.059375078929475
"71","frc4788",9.97087252307794,0.713172869003661
"72","frc3749",12.7984732134315,0.610938369431081
"73","frc6586",13.4576335132755,0.275900055419101
"74","frc6998",13.6577742316747,0.512443886905452
"75","frc9085",17.9846307950064,0.865282673966539
"76","frc9168",22.1671040240336,0.745377827793502
"77","frc9153",25.27856369763,1.09503007219362
"78","frc9019",26.6702104423846,0.949787228063641
