"team","num_events","max_opr","max_auto_opr","max_tele_opr","rp_cr","auto_climb","tele_climb","opr1","opr2","opr3","auto_opr1","auto_opr2","auto_opr3","tele_opr1","tele_opr2","tele_opr3"
"frc1678",4,77.8985627927237,20.7833739500617,42.2030151978885,2.58095933360811,0.651388888888889,0.588888888888889,75.5229007248315,71.3342874055686,77.8985627927237,20.7833739500617,13.8106829359512,17.3395532606522,37.0452199889431,38.7509280609439,42.2030151978885
"frc2910",5,74.9537155510724,21.1806863998026,36.3492037853125,2.23778893358509,0.306666666666667,0.703333333333333,68.1912084743076,74.9537155510724,68.8351811867442,14.6076523942142,18.4425280572834,17.2496551447737,34.4722390080684,36.3492037853125,32.543303820641
"frc3005",4,73.7314710910614,20.8454211436381,43.6146599398215,2.47303620287104,0.404166666666667,0.5125,73.7314710910614,68.6717521079171,69.952626615154,20.8454211436381,13.8419581081306,10.3459614860055,33.7989055668789,37.7613709597194,43.6146599398215
"frc1690",4,71.0859963098166,17.4002137496049,31.2595164325456,2.19085556551943,0.415909090909091,0.781818181818182,71.0859963098166,60.2865464050273,52.9548047522014,16.2419650559806,17.4002137496049,14.557271030134,31.2595164325456,28.522079925878,30.5465143758001
"frc2337",4,69.758341823358,15.6908524543461,35.4388544745503,2.17999268458996,0.358333333333333,0.608333333333334,49.3272591272477,62.4164761410161,69.758341823358,13.0024266915765,12.5479411927076,15.6908524543461,25.9074683140899,35.4388544745503,33.1469235010234
"frc3476",3,69.2401468874081,17.6793065509933,34.0675894101498,1.88003027127615,0.4,0.9,64.6829267930615,53.9181052198238,69.2401468874081,16.1327989423145,15.9341044001228,17.6793065509933,34.0675894101498,24.6511679039649,29.554489513111
"frc8033",3,68.7785374116682,15.0447439703342,36.7759028824186,2.11920468562545,0.595454545454545,0.662121212121212,43.277210173622,68.7785374116682,61.724980076348,8.06613490415134,15.0447439703342,10.7795860275225,21.2800985431981,36.7759028824186,34.9522210598478
"frc1591",3,67.9904919513651,18.1187925940313,36.0015080995453,2.35950149083499,0.488888888888889,0.414814814814815,64.4468402079449,53.1711393102606,67.9904919513651,16.6644615361952,18.1187925940313,16.5545550390014,29.1852007559849,25.2015681541253,36.0015080995453
"frc1114",4,67.5369769046292,14.3577972807555,40.0576306498425,2.26217731343527,0.4,0.779166666666667,67.5369769046292,51.7336406673192,50.1068393227313,11.224038069835,14.3577972807555,11.7169433387778,40.0576306498425,28.4786623700904,28.0206626128798
"frc4381",5,67.4083281355936,18.7770841761838,32.6718461540435,2.20905884545987,0.283333333333333,0.63,60.5345987492652,67.4083281355936,49.0246203297606,17.5868391808423,18.7770841761838,18.0815336497943,28.0530803755913,31.1455970456656,24.0706233882879
"frc3467",5,67.3649794978897,17.347585688996,38.284839738343,2.19140519287174,0.431666666666667,0.808333333333333,67.3649794978897,55.1342313638904,58.9648588106696,17.2174110649707,17.347585688996,17.0485356272972,34.9918752245668,22.6861129977292,28.459534134654
"frc4415",4,65.0575581851901,18.1320617922382,30.7134495689692,1.83493638797489,0.525,0.808333333333333,45.9292785074027,65.0575581851901,42.5267587567222,14.6108810276358,18.1320617922382,7.12649615669292,25.2862694308075,30.7134495689692,21.9570029964377
"frc67",4,64.7927973872113,21.6999260575064,30.6416168360158,2.29401930569264,0.170833333333333,0.6875,58.7054114358096,56.784784171547,52.3056710366092,16.2860429266925,14.6956321988954,15.1529102728528,30.0084096280779,30.6416168360158,28.3940939626184
"frc6722",3,64.6127045637375,17.1088481781011,32.9066359192816,2.17702306044764,0.844444444444444,0.616666666666667,46.3298088424501,61.8260327903972,64.6127045637375,9.84394124526871,16.9121605469876,17.1088481781011,25.0907668911002,32.9066359192816,29.4146919042787
"frc103",4,64.4630090729478,13.4788995433305,36.9988158008833,1.76253414005994,0.533333333333333,0.679166666666667,64.4630090729478,51.3314815039909,46.4799658342251,13.4788995433305,8.96572015268313,7.97073498764423,36.9988158008833,28.7842277173199,27.6153195469914
"frc461",4,64.3806863697022,17.7704076186597,33.438517017769,1.85880058732692,0.391666666666667,0.770833333333333,52.6368441988045,60.8044548354637,44.8635073289731,11.7387819763023,13.4584436161666,9.85885160996829,29.4466145103469,33.438517017769,26.0419537069863
"frc1318",5,64.032799374308,16.3662523243261,32.6671541534128,1.92886963123317,0.656666666666667,0.62,64.032799374308,63.9288934181291,60.8442297914006,14.5442417993517,16.3662523243261,15.3769329569673,30.240529389506,32.6671541534128,32.6169218713335
"frc4481",3,63.460095182237,16.1897448904473,32.4228354561208,2.57546412810737,0.487205387205387,0.526262626262626,38.8664217764268,63.460095182237,57.2686419028494,6.30006152122708,16.1897448904473,15.6243648507325,22.2070047522464,32.4228354561208,28.5977528509287
"frc599",4,63.2985421603183,16.6197386168805,30.7723913306012,1.86706795678507,0.569444444444444,0.594444444444445,60.0642919404247,63.2985421603183,20.008533664488,16.6197386168805,15.8500274938817,1.97310951859699,30.7723913306012,30.4451417495197,13.9000599015467
"frc6800",4,62.77779770124,13.5796647721933,35.2197084513107,2.17753106769376,0.358333333333333,0.808333333333333,62.77779770124,46.8722846261299,57.1354581445721,13.5796647721933,7.57241171061244,13.488827048297,35.2197084513107,26.9917222419008,29.5961255464512
"frc4451",4,62.714228369132,15.7658181876481,31.2660327618876,1.70168080851932,0.666520979020979,0.898747086247086,51.0638240066092,62.714228369132,45.9892209266917,12.7820262776107,15.7658181876481,12.6110237757272,26.004782912075,31.2660327618876,24.4560250236438
"frc948",4,62.530509602002,16.6273531646402,31.211099895118,1.22765049143567,0.3375,0.8125,62.530509602002,50.3872815441961,20.4161583632576,12.3562141305734,16.6273531646402,2.41209454653332,31.211099895118,23.011058677287,10.8945751618432
