"","...1","team","num_events","max_opr","max_auto_opr","max_tele_opr","auto_climb_count","tele_climb_count","opr1","opr2","opr3","auto_opr1","auto_opr2","auto_opr3","tele_opr1","tele_opr2","tele_opr3"
"125",174,"frc88",3,58.4199750266088,11.7347985251365,31.2908057965694,5,28,43.9937668310102,58.4199750266088,49.3039116859966,8.25222456122896,11.7347985251365,10.2133092295719,27.5016617718995,31.2908057965694,30.8404151079474
"126",175,"frc3668",3,58.3083041089793,13.9799305710694,32.318762505206,15,18,58.3083041089793,48.0854032054401,42.4864681309703,13.8439998308692,9.07864124252976,13.9799305710694,32.318762505206,27.2878427339159,20.1209005913949
"127",178,"frc4003",3,58.1590826912205,14.578447854329,28.0243069271281,9,20,58.1590826912205,33.8028965250577,46.5020529895457,14.578447854329,7.92122101970056,12.4365807963999,28.0243069271281,19.2378265812194,24.0175311121356
"128",180,"frc5199",3,58.1149607715157,11.5108510481942,34.3838253153437,18,27,58.1149607715157,49.7121625784897,48.1778512302085,11.5108510481942,10.8576041040812,6.32652655888775,34.3838253153437,29.2983399383801,32.1193334800032
"129",181,"frc4362",3,58.1008962740767,18.5368899419669,27.792396237146,18,21,58.1008962740767,50.2570530366451,48.3696032235804,18.5368899419669,13.954370808778,15.7915990465486,27.792396237146,24.9998668672823,23.0184721719728
"130",182,"frc3478",3,58.0602744799732,16.8680171875613,30.9634108744629,19,24,58.0602744799732,35.8001794309517,41.4971415134121,16.8680171875613,5.06612683402229,12.4247029195822,30.9634108744629,21.6166202439153,22.0977714341416
"131",183,"frc7021",3,58.0202321983274,12.8040632446598,32.1383822536659,23,28,42.651242236428,48.4703063676376,58.0202321983274,12.1793780835569,12.8040632446598,12.6497103492279,23.0384254016491,26.758043769808,32.1383822536659
"132",187,"frc4270",3,57.5968759308964,8.96060798259284,34.1741771367114,12,21,30.6364059110037,57.5968759308964,56.9516341958379,6.61823663923533,8.96060798259284,8.67113857324258,16.8960959102839,34.1741771367114,33.8054578034125
"133",190,"frc2659",2,57.4238996617014,14.4691427090973,27.2774794968661,7,16,57.4238996617014,48.5422513307639,NA,14.4691427090973,13.0727002582905,NA,27.2774794968661,23.993268834822,NA
"134",191,"frc1701",4,57.3328756083094,16.2281271993733,34.1958397539097,19,35,57.3328756083094,53.236356845728,25.9697581248081,12.6385588983228,16.2281271993733,6.46563076659849,29.7367973798915,27.385063251341,16.8686933745699
"135",193,"frc4253",2,57.2537054691654,16.7981502063123,31.7610170118569,18,19,48.9194388422301,57.2537054691654,NA,16.6467017061703,16.7981502063123,NA,22.3107513845096,31.7610170118569,NA
"136",194,"frc7617",3,57.2209538405829,13.5460352401837,30.850238115394,12,18,57.2209538405829,32.8244176800912,47.8022619341619,12.7231482182836,7.58333944032866,13.5460352401837,30.850238115394,19.5786288353046,25.7063171275337
"137",195,"frc5411",3,57.1765641361914,14.9866164997568,30.8546051329856,19,26,57.1765641361914,55.4115603524273,28.5909248988012,14.9866164997568,12.2079958368044,5.58862731874784,30.8546051329856,28.4692860634272,18.8279803436009
"138",196,"frc6800",3,57.1354581445721,13.5077126733783,29.5961255464512,16,28,46.8722846261299,57.1354581445721,53.5591837847525,7.57241171061244,13.488827048297,13.5077126733783,26.9917222419008,29.5961255464512,26.6114736308425
"139",197,"frc4607",2,57.1305046779132,15.2817345010388,31.8207359661189,11,11,57.1305046779132,53.3642069947173,NA,15.2817345010388,12.9115513112104,NA,31.8207359661189,27.4358628123013,NA
"140",198,"frc16",2,57.0841574899654,15.0912602891562,31.4238732829618,18,15,49.7041031376914,57.0841574899654,NA,15.0912602891562,10.9354997697013,NA,20.8743657536528,31.4238732829618,NA
"141",200,"frc2630",3,56.936667537554,17.4093472354289,29.3257925914599,9,17,56.936667537554,39.1001794935417,45.8123896954967,17.4093472354289,7.33871251860598,14.6409913375968,29.3257925914599,20.9653519368355,24.0820651352843
"142",202,"frc2642",3,56.8640720391483,18.870081132758,29.904680205416,20,18,28.0293379249002,56.8640720391483,53.6286825622539,3.64425480411601,15.2157771045699,18.870081132758,21.2347124905564,29.904680205416,27.1948058720635
"143",203,"frc687",3,56.8353640742792,10.8281668542265,33.6110722039855,14,21,56.8353640742792,50.853445826915,34.8618556658011,10.8281668542265,7.91856547635606,4.85444816518406,33.6110722039855,28.6270275280194,20.9913546342417
"144",204,"frc3039",3,56.7629477775241,17.229590469947,27.4365658257297,16,33,28.6705566225306,56.5152521919036,56.7629477775241,9.5645236547595,16.3528096687365,17.229590469947,13.1999905776751,27.4365658257297,27.1889942093325
"145",207,"frc5427",3,56.6134091000832,14.1457066540766,28.9758933859458,8,23,56.6134091000832,24.8825323155788,40.414697230472,14.1457066540766,5.38396683026351,13.5887188582595,28.9758933859458,12.6477942303682,20.3498440995075
"146",209,"frc1468",2,56.5159634309072,11.672838320995,36.649605401647,6,17,48.4295391950579,56.5159634309072,NA,10.2143517927396,11.672838320995,NA,28.8722137433292,36.649605401647,NA
"147",210,"frc1684",4,56.4736958538154,13.8003177954357,32.4556768040151,25,31,51.4412497114476,43.8889627791016,41.8453383470711,11.5841479403944,13.8003177954357,8.90525041381801,29.8096233796819,26.3560865307961,25.0680978229963
"148",212,"frc4143",2,56.4288554083,13.0639541619122,31.8671240243515,15,16,56.4288554083,55.9939384168003,NA,13.0639541619122,12.5484303616405,NA,30.3931254492646,31.8671240243515,NA
"149",214,"frc1574",3,56.3142866247373,14.7193396349454,28.349291374824,10,22,56.3142866247373,30.2843988621521,48.161987742529,14.7193396349454,4.65168966235035,9.61112691141304,28.349291374824,17.895976624171,26.7109547103433
"150",216,"frc4561",3,56.2349313835626,15.0417382034986,24.8201991217197,26,21,31.4271448496537,46.8366213483539,56.2349313835626,10.8766452395541,12.6763822569276,15.0417382034986,15.2559049300172,24.8201991217197,24.5637619107925
"151",222,"frc4131",4,55.8475390955878,14.6549302789762,29.5792891456805,14,38,55.8475390955878,36.1102278958578,40.4220312603045,13.1041160850456,14.6549302789762,7.82894359417584,29.5792891456805,16.8083552390224,26.0547352175631
"152",224,"frc5232",2,55.7715889321129,11.3926596077943,37.3101766063978,2,21,55.7715889321129,48.4593790165267,NA,11.3926596077943,6.0213441666694,NA,37.3101766063978,33.8386328678998,NA
"153",227,"frc2883",2,55.5798663819108,13.5443155024517,30.8874723182246,13,15,55.5798663819108,38.9582728733904,NA,13.5443155024517,9.23676303967636,NA,30.8874723182246,23.9981148683245,NA
"154",228,"frc1477",3,55.5512963542171,16.1583323308496,30.6673061063287,24,20,54.1323223049397,48.3123313708575,55.5512963542171,13.1389259171562,13.2047224321668,16.1583323308496,29.4753595599394,25.356081707686,30.6673061063287
"155",229,"frc343",3,55.5433943884659,13.8189351738452,29.9875798611189,22,30,55.5433943884659,33.4356998725911,44.4637597723905,13.8189351738452,8.26112293562089,9.41405587436128,29.9875798611189,20.2496131741179,24.0106813905091
"156",230,"frc2230",3,55.537995674255,14.4676047115532,28.9695609985243,4,22,45.143837791817,31.5220039023229,55.537995674255,13.7636105946798,5.65041291856444,14.4676047115532,20.2467791198997,12.9523161717972,28.9695609985243
"157",231,"frc2590",3,55.4825668337117,15.1026618891851,26.6235165938021,16,28,55.4825668337117,48.2908477371933,25.0465314776135,15.1026618891851,13.506805578105,7.22693021963745,25.3266641034782,26.6235165938021,12.748547036755
"158",233,"frc217",4,55.3499736868238,11.5058151431015,31.104827003183,20,30,28.582426406077,51.5532092109748,55.3499736868238,6.75769701620855,10.371871942877,11.5058151431015,15.1869995827183,26.9522672213013,30.8998205591156
"159",234,"frc5990",3,55.3253093672199,13.9552164775567,28.3854786993509,0,14,55.3253093672199,21.8088711121405,40.9395846808337,12.994900531844,4.54082427342581,13.9552164775567,28.3854786993509,12.5065154200232,16.2786841450528
"160",235,"frc25",4,55.3196492023528,12.8149055404432,31.060254240861,25,30,52.0795058836035,55.3196492023528,52.1081737085515,9.12442371691577,12.8149055404432,11.019167183546,31.060254240861,29.6727878073354,29.9616418976716
"161",236,"frc2240",2,55.3165327741284,12.4278913019427,33.8609745145507,15,16,55.3165327741284,54.5643087213058,NA,11.55263292068,12.4278913019427,NA,32.0800020489452,33.8609745145507,NA
"162",237,"frc4786",2,55.3033434130521,15.0798261438957,28.8865032800984,14,21,34.7139263287732,55.3033434130521,NA,11.9475550300783,15.0798261438957,NA,23.3814919029685,28.8865032800984,NA
"163",240,"frc4422",4,55.2402960881338,13.8517978018328,32.7414453940814,26,38,55.2402960881338,43.8804170901138,46.604115674986,12.3299843411177,13.8517978018328,13.2731082320506,32.7414453940814,24.6894731605458,24.2039760885218
"164",241,"frc3534",3,55.2361788317781,17.6268472083782,25.2088114926161,15,26,55.2361788317781,35.6477771732682,45.8720795293621,17.6268472083782,7.947723345891,13.4805380474205,25.2088114926161,14.4442345870739,23.4926338793846
"165",243,"frc3506",3,55.1145292157677,15.3280951135243,24.8054457011992,21,25,39.2505177887507,55.1145292157677,36.2311595237218,13.0340648128379,15.3280951135243,13.3497125745086,22.8518631732407,24.8054457011992,19.0474379160905
"166",248,"frc1123",3,54.9514434150857,17.0591513121737,31.9257268903712,16,26,54.9514434150857,51.2249898951809,45.0827658985419,10.9751309831099,17.0591513121737,10.6641499705806,31.9257268903712,25.7209287805648,25.1645421993424
"167",251,"frc5687",3,54.6964308044597,15.3008825491322,27.980533562943,20,18,47.3984493386313,54.6964308044597,42.3556661978988,12.3466817136312,15.3008825491322,13.3346631975354,23.9088417039841,27.980533562943,23.5888749686272
"168",252,"frc59",3,54.6790523013833,12.0842519631716,32.9417219709173,1,27,43.9271891986618,10.9932304479893,54.6790523013833,7.29049425099747,-0.718067219806586,12.0842519631716,25.3701704153049,9.58762061297358,32.9417219709173
"169",253,"frc6002",4,54.6518558740393,17.2637445215568,26.9074065013553,29,38,54.6518558740393,46.2937555074999,42.4375317457758,14.029786254903,14.0225701354989,13.3312303318425,26.9074065013553,22.5533080699691,21.1883987903316
"170",254,"frc4795",3,54.642499236323,15.4866191708768,28.3771958931511,20,31,41.2785049463239,46.6544991326083,54.642499236323,15.4866191708768,10.9747997091475,13.7511765571031,20.5515705645032,28.3771958931511,28.1010515029403
"171",256,"frc6995",3,54.6254870566922,12.9731734290618,29.8188547482502,14,20,54.6254870566922,32.3020282912128,49.32772559556,12.9731734290618,6.40049215289205,10.636581996075,29.4788777346688,23.6274943600343,29.8188547482502
"172",257,"frc862",4,54.6234038543146,13.1560570003898,35.5290727400528,22,33,35.0247151554512,53.8294749614868,39.5644463668708,8.22349794003627,8.52710976889448,13.1560570003898,21.4137435926155,33.1456584228712,21.8761760343737
"173",258,"frc4145",3,54.594952121244,14.5150397810727,29.5359329235699,14,19,25.4659463465227,24.2587303305323,54.594952121244,2.87036854090399,8.02347202509324,14.5150397810727,19.8072064051778,11.288264718268,29.5359329235699
"174",259,"frc1683",3,54.5918408038243,15.5755796623789,27.8607153094724,6,22,34.8263171048873,54.5918408038243,50.0165573788944,5.36678131202653,15.5755796623789,12.1232277530688,22.0462818095685,26.5624479061689,27.8607153094724
"175",267,"frc3539",4,54.1620602168802,12.231827683592,31.7107688950529,26,39,47.7705278810886,54.1620602168802,37.6299541954819,11.391932637062,11.9304411029368,12.231827683592,29.2926479508958,31.7107688950529,23.1207869835528
"176",271,"frc4020",2,53.9738033949468,16.5616131776025,29.1211056799904,17,19,49.1748215279955,53.9738033949468,NA,13.485397007357,16.5616131776025,NA,26.7711172179224,29.1211056799904,NA
"177",272,"frc5987",3,53.9442583971036,12.8288703045597,31.9741984130294,7,22,53.9442583971036,42.4225208496177,50.3402134335443,12.8288703045597,10.2068040259367,6.60731537586246,29.3461827710964,23.9229125380933,31.9741984130294
"178",277,"frc5654",3,53.7189230802839,10.5927765402116,30.0663238087725,27,27,50.1586698758959,38.0504683356736,53.7189230802839,7.50611601621809,10.5927765402116,9.85206366106094,30.0663238087725,18.2810932518232,25.2038217093474
"179",278,"frc1730",2,53.7042986782974,12.8223029439533,31.0614252649207,9,14,39.9978339016753,53.7042986782974,NA,12.8223029439533,8.03353736368145,NA,19.3797851083394,31.0614252649207,NA
"180",280,"frc3339",3,53.594403766761,13.1962440922176,28.492481114807,26,21,53.594403766761,41.686406820888,50.2409848008208,12.4196842535958,10.4877285273012,13.1962440922176,28.492481114807,22.6474955071671,26.4617014479261
"181",282,"frc360",3,53.5440440104411,15.5495675211624,26.7623337638253,7,23,28.6974125017556,49.8059277231026,53.5440440104411,7.79173573078977,15.5495675211624,12.2895696830901,15.4729542525982,24.5857898367244,26.7623337638253
"182",283,"frc4400",2,53.5244724466706,12.8467452943135,29.389942711697,18,19,26.7204479556318,53.5244724466706,NA,4.62592578604409,12.8467452943135,NA,18.4747874629783,29.389942711697,NA
"183",284,"frc324",3,53.5195320422471,9.75714264752506,31.1343145278835,23,23,32.9314510872647,53.5195320422471,48.6254528231669,8.48032695636407,7.89755520952824,9.75714264752506,18.8947887960877,31.1343145278835,30.0876279323967
"184",286,"frc4201",2,53.4486316924167,9.89535157535451,30.6766675326252,4,12,53.4486316924167,41.2207403052772,NA,9.89535157535451,5.23921818150329,NA,30.6766675326252,25.9863639521056,NA
"185",291,"frc5216",3,53.31090897763,12.4783132540266,34.0789278027357,21,34,53.31090897763,43.0976849326712,52.4903803886633,12.4783132540266,8.63429602812024,11.136716562254,28.1573625796572,27.0529675438186,34.0789278027357
"186",292,"frc4682",3,53.3063382777522,15.1838018609573,28.6309113291843,21,22,53.3063382777522,29.6375559651199,24.8477845579057,15.1838018609573,12.8847233763693,7.11845652534425,28.6309113291843,15.2152615544094,14.254494379801
"187",295,"frc1629",3,53.2417120406316,14.9200892991109,26.3583166387392,20,20,53.2417120406316,41.2167570728935,41.6054218365798,14.9200892991109,11.2635270413534,8.82939635131158,26.3583166387392,22.1561455748246,23.9094694155344
"188",296,"frc2614",2,53.235516606251,16.0685143447501,27.2824714891118,11,13,53.235516606251,37.5562341671034,NA,16.0685143447501,11.0913714710395,NA,27.2824714891118,23.4093096255411,NA
"189",297,"frc2834",3,53.2246241189634,14.6027708719065,27.5421617325959,21,28,53.2246241189634,25.5319125181125,42.2354600359182,14.6027708719065,6.73411265341773,14.0323535747781,27.5421617325959,17.5108072199929,17.0966343866286
"190",299,"frc1218",3,53.1734550222692,16.9884316865038,25.9655815957507,25,29,51.8309095061466,50.5514878186193,53.1734550222692,14.9438248312423,16.9884316865038,15.9349463194528,25.7811008693088,23.5831687117032,25.9655815957507
"191",311,"frc20",2,52.7408754994186,15.6200162153323,28.4845979117164,14,19,45.9867031697755,52.7408754994186,NA,15.6200162153323,14.4742242163652,NA,24.0620167204643,28.4845979117164,NA
"192",317,"frc1189",3,52.5123757145919,16.9598539448805,28.3937100337464,22,19,51.5049313514928,52.5123757145919,50.1957062946089,16.0937702908376,14.8585852611848,16.9598539448805,25.2117648809958,28.3937100337464,22.5664786929201
"193",322,"frc2637",2,52.3412064622118,9.61598972296879,22.1851548192978,6,16,52.3412064622118,28.1027525212075,NA,9.61598972296879,0.100021688931073,NA,22.1851548192978,13.8161700109288,NA
"194",325,"frc1771",3,52.2565640374395,18.5402543164761,24.9169071502017,18,27,50.8093783822154,40.1561180110374,52.2565640374395,18.5402543164761,17.642438871079,15.7948891967708,21.9052291900115,17.8048220174532,24.9169071502017
"195",329,"frc5024",3,52.0886693273107,14.3842801915003,25.8915828490192,32,29,52.0886693273107,43.5692326645855,50.7313168869705,10.6135708802608,13.7619210365549,14.3842801915003,25.8915828490192,17.4560087281149,22.3270979188422
"196",331,"frc5419",3,52.070123987854,12.4638493839916,25.7360220772866,26,24,31.8311206748692,52.070123987854,49.9431126445259,10.4395085739462,11.2563768941656,12.4638493839916,12.92935330353,25.7360220772866,23.7274804140649
"197",334,"frc5505",3,52.0399148452354,15.1281482834725,26.8216671759275,24,27,47.0525650511011,38.0156169734242,52.0399148452354,11.9939157984286,8.92131950721817,15.1281482834725,26.8216671759275,23.0528343202582,26.474138493841
"198",335,"frc6510",2,52.0012313834035,14.8805076176487,28.3569752933086,22,13,44.2992152918462,52.0012313834035,NA,14.0667551107844,14.8805076176487,NA,20.7390074065138,28.3569752933086,NA
"199",337,"frc7285",2,51.9513431166024,18.5357228817902,27.8957049089563,17,11,51.9513431166024,49.0258714230045,NA,14.4097745729368,18.5357228817902,NA,27.8957049089563,21.7152090628616,NA
"200",343,"frc5434",1,51.873096152756,14.4295266164977,27.1001471005674,4,9,51.873096152756,NA,NA,14.4295266164977,NA,NA,27.1001471005674,NA,NA
"201",344,"frc1156",1,51.863898889459,14.8551228968812,23.6046622720549,10,10,51.863898889459,NA,NA,14.8551228968812,NA,NA,23.6046622720549,NA,NA
"202",345,"frc2054",3,51.8343241899402,14.9657797471788,27.2855071008885,13,27,51.8343241899402,37.8401647308431,50.0135729100379,14.9657797471788,8.34047505922995,13.2820216454626,27.0294124675082,24.5859538751109,27.2855071008885
"203",350,"frc2073",2,51.6948309115245,14.8916848853746,27.4614216850028,11,11,28.2729673253865,51.6948309115245,NA,8.94503731121463,14.8916848853746,NA,13.5161891757227,27.4614216850028,NA
"204",352,"frc6357",3,51.6145223726441,13.0672725018642,26.4520192365992,22,21,19.8903562583871,40.768533531903,51.6145223726441,7.18535051526063,12.4390256109544,13.0672725018642,9.65735038439499,20.8619832154541,26.4520192365992
"205",356,"frc2202",2,51.497464446589,16.1128814761073,21.3419969950322,17,21,51.497464446589,41.9031429295174,NA,16.1128814761073,11.6895789997296,NA,20.8020662712265,21.3419969950322,NA
"206",359,"frc1599",3,51.4099216448168,12.7278727381657,26.9290939678025,21,28,46.7500026688171,50.3216670793804,51.4099216448168,12.7278727381657,12.147535188086,11.4042561490661,25.3181801046753,26.9290939678025,26.1672617790116
"207",362,"frc900",3,51.3771266988534,16.7468415236457,24.0698768558254,26,29,34.0178377536217,51.3771266988534,43.7225498079064,10.5674015548543,16.7468415236457,13.212859537115,16.2967804302595,24.0698768558254,21.5529487004834
"208",363,"frc3035",3,51.357779198536,8.93853054750204,32.073949212673,7,27,37.3857455429112,51.357779198536,25.2373028402667,8.85845285184834,8.93853054750204,8.56534325213737,22.9161521179118,32.073949212673,12.7427158436934
"209",365,"frc103",3,51.3314815039909,11.1992706373394,28.7842277173199,16,23,51.3314815039909,46.4799658342251,50.0692328841399,8.96572015268313,7.97073498764423,11.1992706373394,28.7842277173199,27.6153195469914,27.3347902413829
"210",366,"frc3767",3,51.3249558305541,13.897930255508,29.2651922464436,25,20,36.442644282975,42.6377479574561,51.3249558305541,10.7322641562446,8.10820647126943,13.897930255508,21.5645734421583,26.9307493230154,29.2651922464436
"211",369,"frc9084",2,51.2161936333147,15.1371144510946,25.8238871604687,17,13,48.9176197778919,51.2161936333147,NA,15.1371144510946,12.9306179461844,NA,21.3104682467796,25.8238871604687,NA
"212",374,"frc115",2,51.059529734213,14.647784627793,24.5971896202607,12,14,51.059529734213,47.9843160631444,NA,14.647784627793,13.60400297644,NA,24.349653299036,24.5971896202607,NA
"213",376,"frc4766",2,51.0055747527177,13.9958585889546,25.3990929970754,12,22,44.1657654256635,51.0055747527177,NA,12.2253634747351,13.9958585889546,NA,24.9113493444654,25.3990929970754,NA
"214",378,"frc8046",3,50.9995192599188,13.5719311268507,25.2375431968206,21,25,50.9995192599188,48.6328133880075,41.7167060874506,13.5719311268507,12.7479532679568,12.4085627478988,25.131127283388,25.2375431968206,21.4473491344205
"215",380,"frc9128",3,50.8969949555498,9.90516744878335,29.2775233046729,15,24,50.8969949555498,34.9337797354718,37.728651441414,9.90516744878335,4.83621925795247,9.46250454460148,29.2775233046729,23.5208594026815,23.6245809274596
"216",381,"frc836",3,50.8541124658359,14.2914355382315,29.7102842838816,15,26,50.8541124658359,44.1909760240046,34.5338671481794,11.2505845988758,14.2914355382315,12.8365532020207,29.7102842838816,23.9411144830774,17.9044403555513
"217",389,"frc1102",3,50.4738744194928,14.0962419039132,24.5295762263013,12,26,47.8357654255448,36.3441357048979,50.4738744194928,12.4595448926291,14.0962419039132,12.6782503584651,24.5295762263013,18.8533562618759,24.152876064484
"218",392,"frc5135",3,50.4441783190179,10.4929952485305,27.1181640460983,14,27,50.4441783190179,29.4334334770389,36.6093004950538,10.4929952485305,4.41202060628199,9.23275680872063,27.1181640460983,18.1917393366681,24.5859358771939
"219",393,"frc3414",3,50.4439639659427,14.7036035928789,27.2233627756236,28,31,48.5291161060334,50.4439639659427,35.5218895120374,14.1841066327173,14.7036035928789,14.2127862619509,24.2000959228352,27.2233627756236,16.4225937123968
"220",394,"frc4272",3,50.443294836783,17.7457483385412,24.5372987086304,7,29,50.443294836783,41.9625604616368,41.2437542245894,17.7457483385412,11.856160704513,11.9321882138179,23.547466053258,24.5372987086304,20.9295505921398
"221",395,"frc7461",3,50.4289077550156,14.1373370876602,31.1066497719097,7,18,49.4926039025922,45.5653852346344,50.4289077550156,13.8141792388132,14.1373370876602,11.7903976732138,22.374766176511,21.6272571885114,31.1066497719097
"222",397,"frc948",3,50.3872815441961,16.6273531646402,23.011058677287,9,27,50.3872815441961,20.4161583632576,37.7829850484094,16.6273531646402,2.41209454653332,8.1681774835481,23.011058677287,10.8945751618432,22.6741038297222
"223",404,"frc876",2,50.2572454992749,11.8098296387311,29.3463117548393,15,16,49.1257142395782,50.2572454992749,NA,11.5222629684879,11.8098296387311,NA,27.3693468663923,29.3463117548393,NA
"224",407,"frc3061",2,50.19935939484,11.1315183604181,27.0103510236397,17,16,29.9677851407787,50.19935939484,NA,10.3759551448473,11.1315183604181,NA,14.9349497028437,27.0103510236397,NA
"225",409,"frc484",3,50.1620629837139,14.4624624880218,27.0139216415464,11,20,50.1620629837139,22.4594831277875,42.3601840742069,14.4624624880218,3.85577530519996,12.3227707090877,27.0139216415464,12.210606778525,22.4722504141643
"226",410,"frc1625",2,50.129118784184,12.8088135320574,28.8271162444202,17,14,50.129118784184,40.110985380975,NA,11.9463151334237,12.8088135320574,NA,28.8271162444202,16.2246522921186,NA
"227",415,"frc2264",2,49.9780944543067,12.9928801644132,29.1753085951185,8,15,49.9780944543067,49.3540561596024,NA,11.4116085510262,12.9928801644132,NA,29.1753085951185,28.5164599575636,NA
"228",423,"frc4265",2,49.7902187232403,14.0934076101072,25.565256852982,10,12,38.3531964487405,49.7902187232403,NA,14.0934076101072,13.9137968070859,NA,20.1980707979346,25.565256852982,NA
"229",424,"frc1746",3,49.765934614638,11.1502325124678,27.6958378061224,10,22,49.765934614638,24.4801962689201,39.1457012274796,11.1502325124678,3.31011832323165,11.1344748957765,27.6958378061224,18.1280620139943,20.0306865961863
"230",429,"frc1540",4,49.6917395802801,14.5874440144941,26.67780767539,10,43,37.1739583077337,46.5065833803973,28.9353869604352,10.9940512348836,12.0041998535103,4.47105878315574,22.1423904218285,26.67780767539,26.0430688159876
"231",430,"frc1038",3,49.6434556442374,13.9589344800166,29.542310258018,18,21,49.6434556442374,26.3624276448815,39.6909287222099,9.29218858606261,5.15411649562771,13.9589344800166,29.542310258018,20.6141253406427,18.3883534088557
"232",432,"frc4213",2,49.5433104149838,14.7917027099879,28.2993472831309,15,23,37.797081516122,49.5433104149838,NA,11.5319154320096,14.7917027099879,NA,21.6174958375924,28.2993472831309,NA
"233",434,"frc78",3,49.5099713263169,14.3566601381957,24.8327245233776,24,30,42.6178931376237,49.4034121647668,49.5099713263169,9.62048004326028,11.5776434604176,14.3566601381957,23.8400907500299,24.8327245233776,24.361072453987
"234",440,"frc3996",1,49.2946131071135,14.662439504484,26.4967773554968,8,7,49.2946131071135,NA,NA,14.662439504484,NA,NA,26.4967773554968,NA,NA
"235",441,"frc6823",3,49.2933818822885,11.4633123124761,27.8294192419966,6,17,49.2933818822885,35.6658377382927,23.6269265508706,11.4633123124761,8.6108602356249,3.67549480808112,27.8294192419966,19.6106346387751,14.2757595115912
"236",442,"frc5801",2,49.2891209210473,8.72951745627231,30.1166991667432,7,16,31.3276058642186,49.2891209210473,NA,5.77755869961903,8.72951745627231,NA,18.0446013755954,30.1166991667432,NA
"237",454,"frc910",4,48.9297387772782,14.6425992081685,26.6972499300175,14,30,40.8636723727083,48.9297387772782,26.3731243019741,10.4860198172022,14.6425992081685,10.1136022555524,22.8358362673748,26.6972499300175,12.1576598841849
"238",459,"frc1983",3,48.5039994653353,14.3018209148979,23.4007543719778,21,22,48.5039994653353,36.8965517453323,34.44820124313,14.3018209148979,11.2869289012803,11.4579808021212,23.4007543719778,18.7582493469644,13.6549632014755
"239",460,"frc5152",3,48.4693583724518,12.3258698800719,28.2763201279775,26,36,44.496944147749,48.4693583724518,42.7456607720442,12.0573566200812,12.3258698800719,8.85893090490408,25.5178858131061,28.2763201279775,28.0031525989413
"240",462,"frc1622",6,48.4382487904109,13.1113083463063,27.7000811740286,17,38,43.9435915658424,10.5862693807164,41.8058369838743,13.1113083463063,0.94471702927657,9.0009074030979,21.7777334980642,5.55501287546157,24.6970002738963
"241",465,"frc503",4,48.4127838418447,18.6058932048911,28.4408330749977,33,35,48.4127838418447,41.0640922380567,48.1979507964903,10.1692784738003,18.6058932048911,14.608972812456,28.4408330749977,21.171411504363,27.1170384012824
"242",470,"frc2106",3,48.2836794636365,12.270046396422,25.3746061295946,21,27,35.6481295170929,34.5295549470311,48.2836794636365,10.5309007188887,10.0024111840667,12.270046396422,19.0236649271702,18.4253288494572,25.3746061295946
"243",471,"frc1501",3,48.2347195813915,14.61500982977,26.6212412287342,15,26,48.2347195813915,43.9937549299102,40.4292359137807,13.7401785097117,14.61500982977,7.14950202755434,26.6212412287342,21.4283120340585,25.3332519342092
"244",475,"frc353",2,48.1357812293885,12.5240490249895,24.3167010894542,11,8,28.3737082204047,48.1357812293885,NA,10.0425616502761,12.5240490249895,NA,12.3491386400217,24.3167010894542,NA
"245",479,"frc2638",3,48.0314889043065,13.4223577523522,25.5910512848837,15,26,30.4767082906203,39.1149457447757,48.0314889043065,8.66037267497521,9.96635299634035,13.4223577523522,14.2621862180425,21.0517721798194,25.5910512848837
"246",480,"frc2370",3,48.0079654193095,13.663672781886,28.0203469929071,16,19,40.6381178558342,48.0079654193095,46.5524228072022,11.0107012654287,13.663672781886,10.7421455096838,19.2057394061307,23.8347049108371,28.0203469929071
"247",482,"frc4329",2,47.880536417551,13.5661219945687,25.8256266377505,17,16,47.880536417551,35.6081068421243,NA,12.5170216408468,13.5661219945687,NA,25.8256266377505,18.2562567533815,NA
"248",483,"frc1785",2,47.8752190779046,10.222469572583,33.0213625532569,2,18,33.9510790020096,47.8752190779046,NA,10.222469572583,7.87462014703707,NA,21.661659135757,33.0213625532569,NA
"249",489,"frc3284",3,47.6701448990067,9.93002848379371,25.4745723461078,5,20,47.6701448990067,22.3864043357119,21.5430467595,9.93002848379371,1.19435804191022,2.62262587229004,25.4745723461078,13.5379620575814,14.5557189926981
"250",491,"frc2960",3,47.5821393767543,13.0528985208882,26.8463428577106,23,26,47.5821393767543,41.9992561177038,46.4306089713647,12.9521070916978,13.0528985208882,11.4876522711114,24.1152191580661,22.7621261716282,26.8463428577106
"251",493,"frc597",2,47.548720569086,10.926912887517,22.039207761982,10,20,34.8540483812095,47.548720569086,NA,5.79359203559472,10.926912887517,NA,17.5346585198267,22.039207761982,NA
"252",494,"frc3572",3,47.5407361572276,11.6649753098957,29.3501110875845,18,28,41.4324060873015,28.5663491937804,47.5407361572276,9.56414310581344,11.6649753098957,10.9123145763825,22.4430357878986,17.1267532478207,29.3501110875845
"253",499,"frc3536",3,47.3125206679617,12.0623854514973,25.256128111631,12,30,47.3125206679617,40.9669526638445,39.9870516472445,12.0623854514973,7.76050728094144,8.38286306066149,24.2691370864047,25.256128111631,22.0524336130257
"254",502,"frc1816",2,47.1780876603584,14.8054499625546,26.9228608957824,14,14,28.0814520574645,47.1780876603584,NA,14.8054499625546,12.8372565910031,NA,11.4003798665134,26.9228608957824,NA
