"","team","opr_difficulty_rating","rp_difficulty_rating"
"1","frc422",-12.0315461844578,-0.249987101924458
"2","frc1425",-11.8938571050137,-0.344974583095004
"3","frc3339",-11.2364799701585,-0.387177039267836
"4","frc1339",-10.8282942117207,-0.335291097725851
"5","frc88",-9.95056679819397,-0.104807564791176
"6","frc971",-9.03423386174399,-0.221205738799024
"7","frc7558",-9.01061139568036,-0.126869494490972
"8","frc1730",-8.6704286572831,-0.459042162520409
"9","frc4499",-8.43877538373428,-0.2475011850397
"10","frc359",-8.23787695534276,-0.217221138419025
"11","frc3175",-8.110784738848,-0.660398952741992
"12","frc7157",-7.75352302305138,-0.403241023262926
"13","frc1718",-7.69052871024473,-0.238007738350419
"14","frc4920",-7.46818623303698,-0.443560907430682
"15","frc166",-7.35290026248045,-0.277334606748106
"16","frc5050",-7.04565915041632,-0.46948791495787
"17","frc2832",-7.04412579028333,-0.229420496130473
"18","frc1732",-6.78357358276977,-0.330119820191083
"19","frc51",-6.73985413929786,-0.19309360865771
"20","frc973",-6.71312227134392,-0.25083217237513
"21","frc1391",-6.53515454410038,-0.103327968658397
"22","frc281",-6.09290547763124,0.0701507051004375
"23","frc4624",-5.54397838367396,-0.540633396433989
"24","frc6377",-5.49024094712533,-0.0263070091895783
"25","frc5434",-5.16282292883961,-0.0938568091877534
"26","frc1684",-4.78346324318291,-0.0528488827084895
"27","frc2067",-4.6070857645893,0.0866711245460256
"28","frc3506",-4.43383511052633,-0.149024416266916
"29","frc6919",-4.03537462156084,-0.163084179516094
"30","frc2075",-3.97585840575602,-0.135114767304226
"31","frc1676",-3.92991196197704,-0.319192655530648
"32","frc2521",-3.85855218260537,-0.155809192746762
"33","frc85",-3.28633083237898,-0.0234737703205823
"34","frc1540",-3.01724019378219,-0.0568986635338591
"35","frc4976",-2.47334362189202,-0.0750753156221468
"36","frc4635",-1.87065711907324,-0.148980369908756
"37","frc7460",-1.83277580637726,0.0911484088902629
"38","frc16",-1.01894117174932,-0.326819762974917
"39","frc1625",-0.671557039319437,-0.164673090385358
"40","frc4342",-0.48327129339213,0.112215199773483
"41","frc6045",-0.268477319354795,-0.120649163398819
"42","frc4607",-0.231829673341389,0.136395157972505
"43","frc9312",-0.11724110628092,0.133391886744849
"44","frc217",-0.0681702412061114,0.0377346040067815
"45","frc5654",0.180168910716273,-0.024308568832737
"46","frc1785",0.238328688870223,-0.0634015424920929
"47","frc4776",0.280086099985725,0.0264785882953174
"48","frc2429",1.19768569339509,0.301733464564334
"49","frc1025",2.12248578680238,0.267870599831345
"50","frc5431",2.15753674225125,0.133733424973547
"51","frc1802",2.50001613302261,0.181214949652857
"52","frc4293",2.62197159195527,-0.0411896748437967
"53","frc1296",2.87998470217779,-0.140761425045402
"54","frc6146",3.02652765313225,0.23741197990938
"55","frc484",3.13813395170922,0.332301286305528
"56","frc4276",3.24398782806953,0.113614647071075
"57","frc9176",3.71625295635393,0.266445807394392
"58","frc1714",4.43036800789481,0.0268307897931747
"59","frc2059",4.51326023174351,0.192339107508614
"60","frc2170",4.99828449140537,0.0845069874220476
"61","frc2359",5.14664909139043,0.40366114654903
"62","frc9092",6.94070740289309,0.120946323256256
"63","frc3794",7.28044486425978,0.0123525631835179
"64","frc6833",7.82535769911745,0.333961009846893
"65","frc4011",7.87971317830501,-0.137220422655272
"66","frc8871",7.93830885519963,0.115808417489904
"67","frc2080",8.47040109086348,0.371501960352221
"68","frc533",8.70824618899122,0.340811705706322
"69","frc5883",10.6483436801297,-0.0284558986615509
"70","frc28",12.0497795492449,0.292510875545937
"71","frc668",12.0557308866878,0.455711745248346
"72","frc9213",13.004067207596,0.314638695884304
"73","frc9152",14.6305595718216,0.760623836458994
"74","frc7748",14.6332155191262,0.650966461428572
"75","frc3753",15.372687578377,0.440192405483339
"76","frc9037",15.8278381878121,0.661787406899373
"77","frc3653",18.0666300762423,0.57373611074523
"78","frc9068",18.1001873172751,0.599281909303794
