"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","5","blue","frc9243","frc4175","frc8814","79","12","27","None","Level","20","42","Docked","Level","3"
"2","15","blue","frc3647","frc1891","frc9243","130","9","24","None","Level","54","76","Docked","Level","4"
"3","24","blue","frc7895","frc5933","frc9243","73","9","24","None","Level","12","34","Docked","Level","1"
"4","31","red","frc8839","frc9243","frc3288","49","3","9","None","Level","18","40","Park","Level","0"
"5","39","red","frc6358","frc3256","frc9243","47","7","15","None","NotLevel","10","32","Docked","Level","1"
"6","45","red","frc3275","frc114","frc9243","136","19","37","None","Level","47","69","Docked","Level","3"
"7","53","blue","frc5871","frc9243","frc9314","52","4","10","None","Level","20","42","Docked","Level","0"
"8","58","blue","frc9243","frc4598","frc8011","91","7","10","None","NotLevel","44","66","Docked","Level","2"
"9","65","blue","frc2594","frc9243","frc7419","67","3","6","None","NotLevel","26","46","Docked","Level","0"
"10","74","red","frc9243","frc7634","frc8550","69","9","12","None","NotLevel","12","42","Docked","Level","1"
"11","88","red","frc3045","frc9243","frc8551","60","9","23","None","NotLevel","12","32","Docked","Level","1"
