"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","2","red","frc1148","frc8048","frc670","77","3","18","None","Level","22","44","Docked","Level","1"
"2","12","red","frc670","frc1323","frc2288","137","18","33","None","Level","54","74","Docked","Level","4"
"3","16","blue","frc7419","frc1671","frc670","112","10","28","None","Level","37","59","Docked","Level","4"
"4","24","red","frc6305","frc670","frc8262","81","7","22","Docked","Level","24","44","Park","Level","3"
"5","31","red","frc670","frc5940","frc5026","109","10","13","None","Level","56","76","Park","Level","2"
"6","37","red","frc2551","frc3970","frc670","131","15","30","Docked","Level","54","76","Docked","Level","4"
"7","41","blue","frc670","frc6657","frc1422","89","11","22","Docked","NotLevel","27","47","None","Level","3"
"8","47","blue","frc973","frc670","frc8546","109","4","22","None","Level","53","67","Park","NotLevel","3"
"9","52","blue","frc1828","frc670","frc8033","121","4","18","None","NotLevel","51","73","Docked","Level","4"
"10","58","red","frc4400","frc670","frc3189","66","13","28","None","Level","23","23","Docked","NotLevel","0"
"11","66","blue","frc1072","frc6918","frc670","90","6","24","Docked","Level","29","51","Docked","Level","1"
"12","72","blue","frc670","frc5817","frc9274","73","3","18","None","Level","18","40","Park","Level","1"
