"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","5","red","frc6977","frc6866","frc7690","86","12","30","Docked","Level","24","46","Docked","Level","3"
"2","10","blue","frc6866","frc6135","frc7136","60","6","9","None","Level","24","46","Docked","Level","1"
"3","13","red","frc6866","frc2852","frc2935","54","10","13","None","NotLevel","15","21","None","NotLevel","0"
"4","17","red","frc8574","frc8729","frc6866","54","9","12","None","NotLevel","10","32","Park","Level","0"
"5","21","red","frc5031","frc6866","frc2935","72","7","22","None","Level","20","40","Docked","Level","1"
"6","25","red","frc6141","frc7603","frc6866","22","12","15","None","Level","5","7","Docked","Level","0"
"7","29","red","frc6978","frc6866","frc7712","110","13","31","None","Level","35","57","Park","Level","3"
"8","35","blue","frc2198","frc5032","frc6866","53","0","6","None","Level","12","32","Docked","Level","0"
"9","39","blue","frc5719","frc5036","frc6866","61","4","19","None","Level","23","27","Docked","NotLevel","0"
"10","46","blue","frc6866","frc4476","frc5596","98","9","27","None","Level","34","56","Docked","Level","3"
"11","50","blue","frc6866","frc1310","frc2935","101","12","30","None","Level","29","51","None","Level","3"
"12","53","blue","frc4343","frc6866","frc8850","57","6","9","None","Level","16","38","Park","Level","0"
