"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","3","blue","frc3890","frc3494","frc2909","81","6","20","None","NotLevel","29","51","Docked","Level","3"
"2","10","blue","frc2909","frc45","frc7198","96","9","23","None","NotLevel","33","63","None","Level","1"
"3","13","blue","frc2909","frc447","frc3940","98","12","30","None","Level","33","53","Docked","Level","3"
"4","16","blue","frc2909","frc234","frc1501","118","12","30","None","Level","41","63","Park","Level","4"
"5","20","red","frc7617","frc2909","frc6721","72","10","19","None","NotLevel","35","43","Docked","NotLevel","0"
"6","26","blue","frc1741","frc2909","frc829","127","19","28","None","NotLevel","49","79","Park","Level","4"
"7","29","red","frc2909","frc5188","frc71","111","9","27","None","Level","37","59","Docked","Level","4"
"8","37","red","frc2171","frc2909","frc135","92","10","31","None","Level","29","51","Docked","Level","1"
"9","42","red","frc8564","frc1555","frc2909","73","7","21","None","NotLevel","12","42","Docked","Level","1"
"10","46","red","frc7454","frc2909","frc7657","104","21","39","None","Level","37","45","None","NotLevel","1"
"11","49","blue","frc3176","frc4485","frc2909","61","15","26","None","NotLevel","18","30","Docked","Level","0"
"12","54","red","frc5484","frc4485","frc2909","113","15","33","None","Level","30","60","Park","Level","3"
