"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","1","blue","frc5954","frc2890","frc1599","80","6","27","None","Level","18","38","None","Level","3"
"2","10","blue","frc2890","frc6189","frc1793","54","0","6","None","Level","16","38","Docked","Level","0"
"3","15","red","frc1610","frc2890","frc5243","66","6","15","None","Level","16","46","Docked","Level","1"
"4","24","red","frc2890","frc977","frc1123","114","12","33","None","Level","39","61","Docked","Level","3"
"5","28","blue","frc3939","frc2106","frc2890","108","15","29","None","NotLevel","37","59","Park","Level","4"
"6","34","red","frc5804","frc4286","frc2890","106","9","27","None","Level","45","59","Docked","NotLevel","0"
"7","44","red","frc5724","frc2890","frc1262","65","0","3","None","Level","38","52","Park","NotLevel","0"
"8","49","blue","frc617","frc6882","frc2890","79","6","21","None","Level","16","36","None","Level","3"
"9","54","blue","frc2890","frc612","frc539","44","6","24","None","Level","9","15","None","NotLevel","0"
"10","61","blue","frc611","frc2890","frc540","39","9","12","None","NotLevel","13","17","Docked","Level","0"
"11","71","red","frc1522","frc339","frc2890","57","3","6","None","Level","16","36","Docked","Level","0"
"12","75","red","frc2890","frc346","frc2998","77","6","17","None","NotLevel","23","45","Docked","Level","1"
