"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","3","red","frc4980","frc949","frc1778","45","8","11","None","Level","10","22","Docked","Level","0"
"2","10","red","frc4089","frc4911","frc949","59","4","19","None","Level","15","35","None","Level","3"
"3","17","blue","frc4681","frc949","frc4173","48","11","17","None","Level","11","21","Docked","NotLevel","2"
"4","20","blue","frc4915","frc1318","frc949","99","13","28","None","Level","36","56","None","Level","3"
"5","29","red","frc949","frc4131","frc3268","54","6","12","None","Level","23","37","Docked","NotLevel","0"
"6","33","red","frc949","frc4682","frc2097","15","4","7","None","Level","6","8","Docked","NotLevel","0"
"7","38","blue","frc3049","frc2980","frc949","33","6","9","None","Level","7","19","Docked","Level","0"
"8","45","blue","frc949","frc3681","frc2903","26","0","0","None","NotLevel","14","26","None","NotLevel","0"
"9","50","red","frc6350","frc949","frc3826","53","4","19","Docked","Level","0","22","Docked","Level","1"
"10","55","red","frc949","frc488","frc7627","120","14","32","None","Level","36","56","None","Level","3"
"11","59","blue","frc1899","frc4512","frc949","48","7","25","None","Level","3","23","Docked","Level","1"
"12","67","blue","frc2976","frc949","frc2147","47","13","34","None","Level","7","13","None","NotLevel","0"
