"","team","opr","auto_opr","auto_game_piece_opr","auto_dock","auto_level","teleop_opr","teleop_game_piece_opr","tele_dock","tele_balance","auto_teleop_opr_ratio","rpcr"
"1","frc1165",20.6675478970677,11.2746636082139,1.14393492417935,"0","0",6.72073342953101,2.68470178336294,"0.545454545454545","0.454545454545455",0.545524977823496,"0.113216702938948"
"2","frc1726",20.7342766434508,10.6497532136365,1.11003889409241,"0.272727272727273","0.272727272727273",12.4026249657872,2.09251004474619,"1","0.909090909090909",0.513630323197232,"0.59349488342472"
"3","frc1868",48.2446283230012,16.619745683049,1.64068415195376,"0","0",25.3675269599162,5.59406032709654,"0.636363636363636","0.545454545454545",0.344489039728498,"1.37800519923636"
"4","frc2375",24.3465747375741,5.84946453756019,0.444308543621003,"0","0",13.3788215826637,1.95757968387102,"0.727272727272727","0.727272727272727",0.240258212935913,"0.444405872232696"
"5","frc2403",39.6943399544571,17.7765549404778,1.79345170702305,"0.454545454545455","0.363636363636364",14.8265560960852,5.00147524551103,"0.818181818181818","0.818181818181818",0.447836012914526,"1.67810713109351"
"6","frc2478",30.4060673804337,7.10920362256124,0.740840225010193,"0","0",15.0932019942085,4.61067454590732,"0.818181818181818","0.727272727272727",0.233808717635613,"0.560206036678789"
"7","frc2647",9.93376547810862,-0.622871736318352,-0.45049173652861,"0","0",8.92403924314408,1.54552875238602,"0","0",-0.0627024805136578,"0.0086162678409018"
"8","frc2662",20.4889247954861,7.06173691103677,0.424585766456258,"0","0",10.1574296750988,2.9252838550084,"0","0",0.344661175807162,"0.28490763229646"
"9","frc3019",16.5508877544197,3.66598382637477,-0.187296926712778,"0","0",11.0490732777353,1.01612468073712,"0.636363636363636","0.636363636363636",0.221497715456128,"-0.0739771980149793"
"10","frc3187",20.4611608117883,6.32689148470994,0.488428643535887,"0","0",9.69549139044549,2.27964560278764,"0.454545454545455","0.454545454545455",0.309214689377,"0.654389325200699"
"11","frc3309",21.7750448039617,7.8289090778011,0.826598771632018,"0.181818181818182","0.0909090909090909",9.25483150499869,2.10119353079849,"0.454545454545455","0.454545454545455",0.359535842441836,"0.157484083387959"
"12","frc3577",12.9565387494274,7.27323506618867,1.47317554620776,"0.181818181818182","0.181818181818182",5.17071031565689,0.667996338787264,"0.818181818181818","0.727272727272727",0.561356331876067,"-0.00360677477273924"
"13","frc3853",16.4283969350409,5.19529873595352,0.816544220732324,"0","0",9.15616455743511,2.7868444318085,"0.636363636363636","0.454545454545455",0.316238934114882,"-0.138791353990235"
"14","frc3925",16.8087168247424,2.49909296376469,-0.110630152785664,"0.363636363636364","0.272727272727273",14.0513968583537,2.3982678151197,"0.454545454545455","0.272727272727273",0.148678390493558,"-0.200424400137301"
"15","frc3944",36.2927851855192,7.25966329356965,0.470651640512974,"0.454545454545455","0.363636363636364",20.8274217897865,3.45006920232647,"0.636363636363636","0.454545454545455",0.200030481443079,"1.01800940362409"
"16","frc4111",11.367009030272,2.37143233482139,0.619387621238823,"0","0",6.91908064999202,2.60966046007623,"0.272727272727273","0.272727272727273",0.20862412693664,"-0.325539603071709"
"17","frc4146",36.6176773880969,11.8445843812268,1.05653190805156,"0.909090909090909","0.727272727272727",18.4746331446816,4.65875716829459,"0.636363636363636","0.363636363636364",0.323466293497824,"0.837990266692035"
"18","frc4183",23.2086151164694,4.77090000881445,0.411186984130917,"0.181818181818182","0.181818181818182",14.8085487978618,2.90646539957342,"0.636363636363636","0.545454545454545",0.205565906663207,"0.491494797280549"
"19","frc4565",16.3360285978391,9.26268262253186,0.849913204672589,"0.454545454545455","0.454545454545455",8.8345613590548,1.40484948467984,"0.909090909090909","0.909090909090909",0.567009451964176,"0.420795011725318"
"20","frc498",46.43995476851,12.139202136159,1.05415813375302,"0.272727272727273","0.272727272727273",20.2171959419717,6.43342001051705,"0.272727272727273","0.272727272727273",0.261395649428805,"1.39497929952904"
"21","frc5137",34.3583542268319,9.6115928003373,0.228877911276782,"0.727272727272727","0.727272727272727",17.1640901369361,3.85541669610224,"0.818181818181818","0.818181818181818",0.279745436492159,"0.948062021980493"
"22","frc5199",58.1149607715157,11.5108510481942,1.08881228496721,"0.727272727272727","0.636363636363636",34.3838253153437,7.46838093504339,"0.909090909090909","0.727272727272727",0.198070357363745,"1.78084721302553"
"23","frc5539",15.6070624443275,3.47817789629979,0.193456187534645,"0","0",11.5284921005904,2.15069058659197,"0","0",0.22285922855162,"0.0409850426288655"
"24","frc6127",16.4144845282405,4.69370084640173,-0.168073067843698,"0","0",10.7259129216019,2.36110959330167,"0.272727272727273","0.0909090909090909",0.285948720371108,"0.270549660287905"
"25","frc6352",32.1485731269124,10.4840223830066,0.810873500612757,"0.727272727272727","0.727272727272727",17.4309479761422,4.15667106692322,"1","0.909090909090909",0.326111592624003,"1.01222894508845"
"26","frc6413",42.9599317909144,14.8854209928546,2.085951272355,"0.727272727272727","0.545454545454545",19.3756925856571,5.4197083922689,"0.636363636363636","0.545454545454545",0.346495452211186,"2.04398526368152"
"27","frc6479",39.8901547129703,11.2260230948065,0.698599886266835,"0.818181818181818","0.727272727272727",23.3707045862698,4.23585190020563,"0.818181818181818","0.818181818181818",0.281423403232787,"1.14547469207371"
"28","frc6656",17.490441585752,4.07369725937607,0.884560626311937,"0","0",10.9346600439131,1.75711321887004,"0.818181818181818","0.636363636363636",0.232909914789948,"0.0587953620886772"
"29","frc6833",24.8510324146798,7.28453898600872,0.376293482028685,"0.363636363636364","0.363636363636364",10.4145454122088,2.62989097213355,"0.727272727272727","0.636363636363636",0.293128223586625,"0.575009725451163"
