"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","4","red","frc3313","frc1810","frc4480","104","15","33","Docked","Level","24","46","Docked","Level","3"
"2","8","blue","frc1810","frc31","frc7662","57","9","12","None","NotLevel","15","35","Park","Level","0"
"3","12","red","frc1810","frc5809","frc3184","114","15","33","Docked","Level","47","61","Docked","NotLevel","0"
"4","15","red","frc1810","frc5454","frc1706","138","26","47","None","Level","36","66","Docked","Level","3"
"5","19","red","frc6817","frc1810","frc6391","84","18","33","None","Level","28","36","Docked","NotLevel","2"
"6","24","blue","frc5968","frc1810","frc1939","81","6","24","Docked","Level","25","47","Docked","Level","3"
"7","29","blue","frc1810","frc4187","frc4455","80","15","21","None","Level","14","44","Park","Level","1"
"8","32","blue","frc5098","frc3061","frc1810","99","12","24","None","Level","38","60","Docked","Level","1"
"9","37","red","frc7662","frc1810","frc4766","113","16","31","Docked","Level","37","57","Docked","Level","3"
"10","41","red","frc1810","frc31","frc1723","56","6","18","Docked","Level","11","21","Park","Level","0"
"11","46","red","frc3284","frc4455","frc1810","71","12","23","Docked","NotLevel","24","38","Docked","NotLevel","0"
"12","54","red","frc1997","frc8825","frc1810","91","9","24","None","Level","30","52","Docked","Level","3"
"13","58","blue","frc9031","frc8112","frc1810","74","6","24","Docked","Level","10","40","Docked","Level","1"
