"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","3","red","frc4926","frc6498","frc328","122","18","39","Docked","Level","38","58","None","Level","3"
"2","7","blue","frc1018","frc6498","frc1720","76","6","24","None","Level","27","37","Park","NotLevel","0"
"3","14","red","frc3147","frc7198","frc6498","104","6","27","None","Level","48","52","Park","NotLevel","0"
"4","20","red","frc7477","frc9071","frc6498","56","6","9","None","Level","29","37","None","NotLevel","0"
"5","25","blue","frc6498","frc4485","frc3865","83","6","23","Docked","NotLevel","31","45","None","NotLevel","0"
"6","28","red","frc8742","frc6498","frc1646","94","18","39","None","Level","33","35","None","NotLevel","2"
"7","35","red","frc6498","frc135","frc1747","123","16","25","None","NotLevel","46","68","Docked","Level","2"
"8","38","blue","frc829","frc6498","frc3176","91","12","27","None","Level","48","54","None","NotLevel","0"
"9","45","blue","frc5010","frc5402","frc6498","66","12","15","None","Level","26","46","None","Level","0"
"10","51","red","frc6498","frc2867","frc8116","114","18","39","Docked","Level","38","60","Park","Level","3"
"11","57","blue","frc4982","frc292","frc6498","96","18","32","None","NotLevel","29","49","Park","Level","1"
"12","63","blue","frc6498","frc3936","frc1024","100","24","45","Docked","Level","27","35","None","NotLevel","0"
