"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","6","red","frc7077","frc8066","frc8717","54","12","23","None","NotLevel","16","26","Park","NotLevel","0"
"2","14","blue","frc8066","frc7426","frc7654","79","9","24","None","Level","33","45","Docked","NotLevel","2"
"3","22","red","frc597","frc8066","frc7422","56","0","15","None","Level","16","36","Docked","Level","2"
"4","29","blue","frc4","frc8066","frc988","46","3","9","None","Level","10","22","Park","NotLevel","0"
"5","34","red","frc8022","frc1388","frc8066","101","10","28","None","Level","36","58","Park","Level","1"
"6","40","red","frc5049","frc6825","frc8066","47","4","10","None","Level","10","32","Docked","Level","0"
"7","48","red","frc4270","frc8066","frc7415","113","13","16","None","Level","42","62","Park","Level","3"
"8","54","red","frc991","frc6519","frc8066","79","7","22","None","Level","25","47","Docked","Level","1"
"9","59","blue","frc6824","frc7423","frc8066","60","7","13","None","Level","17","37","Park","Level","0"
"10","69","blue","frc8066","frc9002","frc8387","55","3","18","Docked","Level","10","32","Docked","Level","1"
"11","81","red","frc8066","frc7424","frc3009","75","7","13","None","NotLevel","27","47","Docked","Level","0"
"12","88","blue","frc8066","frc8720","frc8005","82","3","18","None","Level","24","44","Park","Level","3"
