"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","5","blue","frc9263","frc8789","frc5460","61","3","17","None","NotLevel","17","39","Docked","Level","1"
"2","9","blue","frc9263","frc5406","frc9113","86","6","18","None","Level","36","58","Park","Level","3"
"3","12","red","frc9263","frc7475","frc244","39","3","18","None","Level","2","16","Park","NotLevel","0"
"4","18","red","frc5024","frc6854","frc9263","62","4","22","None","Level","15","35","Docked","Level","3"
"5","26","blue","frc4907","frc9263","frc3739","84","10","28","None","Level","28","36","Docked","NotLevel","0"
"6","32","red","frc2013","frc9263","frc6725","65","6","24","None","Level","23","31","Park","NotLevel","0"
"7","37","red","frc9263","frc8884","frc1325","100","10","31","None","Level","29","59","Docked","Level","1"
"8","44","blue","frc4992","frc2708","frc9263","82","9","27","None","Level","21","35","Docked","NotLevel","2"
"9","48","blue","frc6162","frc1285","frc9263","73","9","20","None","NotLevel","26","48","Docked","Level","1"
"10","55","red","frc6070","frc9263","frc4039","70","9","27","None","Level","30","38","Park","NotLevel","0"
"11","58","blue","frc216","frc9263","frc1241","100","13","31","None","Level","34","54","Park","Level","3"
"12","61","red","frc288","frc4917","frc9263","69","9","27","None","Level","17","37","Docked","Level","1"
