"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","3","red","frc9110","frc9045","frc6404","57","3","6","None","Level","5","17","Docked","Level","2"
"2","8","blue","frc9219","frc9049","frc6404","59","3","9","None","Level","18","40","Docked","Level","2"
"3","16","blue","frc5800","frc6404","frc1860","72","6","9","None","Level","23","53","Docked","Level","3"
"4","23","red","frc8066","frc6404","frc9165","47","0","3","None","Level","22","44","Docked","Level","0"
"5","31","red","frc9195","frc6404","frc9066","26","9","9","None","Level","11","17","Park","Level","0"
"6","42","blue","frc6404","frc6902","frc9168","43","3","6","None","Level","15","37","Park","Level","0"
"7","48","blue","frc1156","frc6404","frc1772","82","8","26","None","Level","19","41","None","Level","3"
"8","54","blue","frc6404","frc9302","frc9047","53","6","9","None","NotLevel","12","34","Docked","Level","0"
"9","59","blue","frc6404","frc9261","frc9085","43","7","13","None","Level","19","25","Docked","NotLevel","0"
"10","64","red","frc7567","frc9199","frc6404","102","10","28","None","Level","47","49","Docked","NotLevel","2"
