"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","1","blue","frc4308","frc8789","frc5885","89","15","33","Docked","Level","24","46","Docked","Level","1"
"2","7","red","frc5912","frc4903","frc5885","88","12","21","None","Level","37","47","Docked","NotLevel","2"
"3","13","red","frc6875","frc6070","frc5885","52","12","15","None","NotLevel","18","32","Docked","NotLevel","0"
"4","19","blue","frc6725","frc5885","frc772","40","9","12","None","NotLevel","11","23","Docked","Level","0"
"5","24","red","frc5885","frc4940","frc4688","81","15","27","None","Level","19","39","Docked","Level","1"
"6","28","blue","frc5885","frc4920","frc3560","72","15","18","None","NotLevel","21","29","Park","NotLevel","1"
"7","31","blue","frc5024","frc5885","frc4946","139","20","38","None","Level","49","71","Docked","Level","4"
"8","34","blue","frc4688","frc5885","frc5596","46","6","21","Docked","Level","16","20","None","NotLevel","0"
"9","39","red","frc6110","frc4617","frc5885","84","15","30","None","Level","17","39","Docked","Level","3"
"10","45","blue","frc5885","frc4951","frc2634","94","3","18","Docked","Level","44","66","Docked","Level","1"
"11","48","red","frc4907","frc5885","frc4678","163","30","48","None","Level","55","75","Docked","Level","4"
"12","54","red","frc5885","frc5024","frc7136","116","14","32","None","Level","37","59","Docked","Level","2"
