"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","1","blue","frc7475","frc8081","frc7623","61","4","7","None","Level","27","49","Park","Level","0"
"2","6","red","frc7623","frc5912","frc7520","26","6","9","None","Level","7","17","Docked","NotLevel","0"
"3","13","red","frc7623","frc6875","frc8764","45","3","3","None","Level","23","37","Park","NotLevel","0"
"4","19","blue","frc8765","frc4678","frc7623","88","9","12","None","Level","39","61","Docked","Level","0"
"5","25","blue","frc7722","frc7623","frc5408","62","0","15","None","Level","8","30","Park","Level","1"
"6","29","blue","frc8089","frc7623","frc6992","46","0","18","None","Level","6","28","Docked","Level","1"
"7","34","blue","frc2609","frc7623","frc3161","121","10","25","None","Level","49","71","None","Level","4"
"8","40","red","frc7623","frc4940","frc9062","52","0","11","None","NotLevel","14","36","Park","Level","3"
"9","43","red","frc4917","frc7058","frc7623","82","10","16","None","NotLevel","24","46","Park","Level","2"
"10","50","blue","frc3756","frc7022","frc7623","26","3","9","None","Level","10","12","Docked","NotLevel","0"
"11","55","red","frc5409","frc7623","frc1114","123","16","30","None","NotLevel","51","73","Park","Level","4"
"12","59","blue","frc7623","frc2702","frc3683","129","13","31","None","Level","56","78","Docked","Level","4"
