"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","1","red","frc8721","frc3314","frc8630","81","4","22","None","Level","29","39","None","Level","2"
"2","6","red","frc5310","frc8630","frc7414","78","6","24","None","Level","24","44","Docked","Level","3"
"3","12","blue","frc5457","frc8630","frc9100","74","3","24","Docked","Level","8","30","Docked","Level","1"
"4","19","red","frc9027","frc8630","frc5490","61","6","9","None","NotLevel","17","37","None","Level","0"
"5","23","blue","frc8630","frc2016","frc316","116","9","27","None","Level","39","69","Docked","Level","3"
"6","29","blue","frc8630","frc1647","frc486","48","9","18","None","Level","15","25","None","NotLevel","0"
"7","32","red","frc272","frc9094","frc8630","115","12","29","None","NotLevel","39","61","Park","Level","2"
"8","39","blue","frc8771","frc8630","frc5401","46","3","9","None","NotLevel","21","27","Park","NotLevel","0"
"9","43","red","frc8630","frc6921","frc5666","83","4","25","None","Level","23","43","None","Level","3"
"10","46","red","frc4373","frc2458","frc8630","88","9","30","None","Level","33","43","Docked","NotLevel","0"
"11","53","blue","frc2607","frc1391","frc8630","127","18","35","None","NotLevel","45","67","Docked","Level","2"
"12","58","blue","frc8630","frc4285","frc484","99","10","28","None","Level","36","56","None","Level","3"
