"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","5","blue","frc9225","frc5162","frc7195","38","4","7","None","NotLevel","12","26","Docked","Level","0"
"2","9","blue","frc7602","frc5162","frc3538","97","10","28","None","Level","32","54","Docked","Level","3"
"3","17","red","frc5162","frc6100","frc5926","56","16","19","None","NotLevel","15","37","None","Level","2"
"4","25","red","frc7501","frc5167","frc5162","88","6","21","None","Level","22","42","Docked","Level","3"
"5","32","blue","frc5162","frc141","frc4855","64","8","29","None","Level","17","25","Park","NotLevel","0"
"6","38","blue","frc5162","frc9246","frc9248","22","4","7","None","NotLevel","3","15","Docked","Level","0"
"7","43","red","frc4004","frc6128","frc5162","44","4","4","None","NotLevel","14","20","Docked","NotLevel","0"
"8","49","blue","frc4956","frc5162","frc2960","74","7","28","None","Level","23","31","Park","NotLevel","2"
"9","53","red","frc858","frc5162","frc3357","68","4","10","None","NotLevel","18","48","Docked","Level","1"
"10","60","blue","frc2075","frc8285","frc5162","95","18","32","None","NotLevel","28","48","Docked","Level","3"
"11","64","red","frc5162","frc4337","frc7202","86","10","28","None","Level","26","48","None","Level","1"
"12","72","red","frc6561","frc2405","frc5162","63","7","7","None","Level","24","46","Docked","Level","0"
