"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","2","blue","frc7762","frc5561","frc5150","57","3","14","None","NotLevel","16","38","Park","Level","2"
"2","12","red","frc494","frc5150","frc5562","77","6","23","None","NotLevel","17","39","Docked","Level","3"
"3","18","blue","frc5114","frc6085","frc5150","61","6","12","None","Level","9","39","Docked","Level","1"
"4","22","blue","frc5235","frc5150","frc2604","48","0","6","None","NotLevel","10","32","Docked","Level","2"
"5","27","red","frc3568","frc322","frc5150","63","4","7","None","Level","29","51","Docked","Level","2"
"6","35","blue","frc5150","frc9237","frc5533","51","4","10","None","Level","14","36","Docked","Level","0"
"7","41","red","frc5150","frc4779","frc5046","68","6","21","None","Level","20","32","Docked","Level","0"
"8","52","red","frc314","frc5150","frc5517","76","9","18","None","NotLevel","18","48","Docked","Level","1"
"9","59","red","frc247","frc5150","frc5612","45","0","15","None","Level","8","30","Park","Level","3"
"10","63","red","frc5150","frc5183","frc453","35","0","3","None","NotLevel","17","27","Docked","Level","0"
"11","68","blue","frc7772","frc68","frc5150","43","3","6","None","Level","10","32","Docked","Level","0"
"12","74","blue","frc5150","frc7192","frc4961","56","6","9","None","NotLevel","17","37","Docked","Level","0"
