"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","10","red","frc9062","frc7617","frc9126","106","17","26","None","Level","35","65","Docked","Level","1"
"2","18","blue","frc3767","frc9126","frc4522","124","24","27","None","Level","40","62","Docked","Level","2"
"3","28","blue","frc3218","frc9126","frc6909","94","24","30","None","Level","37","49","Docked","NotLevel","0"
"4","40","red","frc1023","frc9126","frc5665","129","16","34","None","Level","45","65","None","Level","2"
"5","54","blue","frc9126","frc8847","frc5338","138","6","21","None","Level","57","87","Docked","Level","4"
"6","65","blue","frc503","frc4944","frc9126","157","18","36","None","Level","61","91",NA,"Level","4"
"7","82","red","frc9126","frc5172","frc9023","-1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","91","blue","frc3478","frc8717","frc9126","-1",NA,NA,NA,NA,NA,NA,"Docked",NA,NA
"9","106","red","frc6817","frc9126","frc5804","-1",NA,NA,NA,NA,NA,NA,"Docked",NA,NA
"10","119","red","frc9126","frc4069","frc6606","-1",NA,NA,NA,NA,NA,NA,"Docked",NA,NA
