"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","4","red","frc4112","frc4905","frc5006","128","18","36","None","Level","45","67","Docked","Level","2"
"2","15","blue","frc4663","frc5006","frc5172","162","6","21","Docked","Level","66","96","Docked","Level","2"
"3","33","blue","frc3767","frc1816","frc5006","142","18","39","None","Level","53","83","Docked","Level","1"
"4","49","blue","frc5006","frc4329","frc494","163","21","42","None","Level","64","86","Park","Level","4"
"5","62","blue","frc1466","frc7072","frc5006","105","16","37","None","Level","36","58","Docked","Level","1"
"6","77","blue","frc1629","frc5006","frc11","157","18","35","None","NotLevel","65","87","Park","Level","4"
"7","89","red","frc5006","frc3003","frc1501","145","19","40","None","Level","50","80","Docked","Level","3"
"8","97","red","frc177","frc8016","frc5006","122","15","26","Docked","NotLevel","54","76","Docked","Level","1"
"9","107","red","frc5006","frc7285","frc4069","148","19","25","None","NotLevel","63","93","Docked","Level","4"
"10","117","blue","frc3478","frc5006","frc5135","163","18","36","None","Level","65","87","Docked","Level","4"
