"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","2","blue","frc9003","frc1262","frc401","77","12","30","None","Level","22","32","Docked","NotLevel","2"
"2","9","blue","frc6194","frc4456","frc1262","35","6","12","None","Level","17","23","None","NotLevel","1"
"3","16","red","frc2028","frc1262","frc1629","56","10","24","None","NotLevel","12","22","Park","NotLevel","2"
"4","22","blue","frc540","frc1262","frc3136","77","0","11","None","NotLevel","26","56","Docked","Level","3"
"5","28","red","frc977","frc346","frc1262","59","3","9","None","Level","22","30","None","NotLevel","2"
"6","33","red","frc1262","frc1086","frc404","38","3","9","None","Level","14","24","None","Level","0"
"7","37","red","frc623","frc3361","frc1262","67","6","24","None","Level","26","38","Docked","Level","2"
"8","41","blue","frc1262","frc5724","frc3373","40","3","6","None","Level","17","29","Park","NotLevel","0"
"9","47","blue","frc422","frc8230","frc1262","109","18","24","None","NotLevel","35","65","Docked","Level","3"
"10","53","red","frc1262","frc1731","frc122","72","9","15","None","NotLevel","22","42","None","Level","0"
"11","62","blue","frc6802","frc1262","frc9235","55","6","27","None","Level","15","23","Park","NotLevel","0"
"12","66","blue","frc1262","frc3939","frc2106","79","6","21","None","Level","18","38","Docked","Level","3"
