"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","2","red","frc7454","frc1646","frc5188","130","16","25","None","NotLevel","43","65","Docked","Level","3"
"2","11","blue","frc8116","frc7454","frc135","100","15","33","Docked","Level","32","52","Docked","Level","1"
"3","16","red","frc3487","frc1501","frc7454","135","18","39","Docked","Level","46","76","Docked","Level","2"
"4","20","blue","frc7454","frc4272","frc7617","151","19","40","Docked","Level","59","81","Park","Level","4"
"5","27","red","frc71","frc7454","frc7657","135","16","37","None","Level","54","68","Docked","NotLevel","3"
"6","31","red","frc5010","frc6498","frc7454","140","18","39","Docked","Level","54","76","Docked","Level","2"
"7","35","blue","frc868","frc1741","frc7454","118","12","30","None","Level","46","68","Docked","Level","4"
"8","39","blue","frc5484","frc4926","frc7454","102","6","27","None","Level","25","55","Docked","Level","1"
"9","43","blue","frc7454","frc3494","frc234","116","9","26","None","NotLevel","48","70","Docked","Level","1"
"10","50","red","frc7454","frc829","frc6956","111","18","24","None","NotLevel","54","62","Docked","NotLevel","1"
"11","59","blue","frc3940","frc7454","frc3947","122","18","24","None","Level","48","78","Docked","Level","2"
"12","64","red","frc1555","frc7454","frc1024","144","16","37","Docked","Level","47","77","Park","Level","2"
