"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","1","red","frc8308","frc8754","frc9093","40","3","9","None","Level","6","26","Docked","Level","0"
"2","8","blue","frc9093","frc9024","frc8084","49","7","10","None","NotLevel","20","34","None","NotLevel","0"
"3","16","red","frc7672","frc9074","frc9093","33","4","7","None","Level","9","11","Docked","Level","0"
"4","28","red","frc8747","frc9093","frc6985","84","9","20","None","NotLevel","22","44","Docked","Level","3"
"5","35","blue","frc7296","frc8182","frc9093","103","3","6","None","NotLevel","11","33","Park","Level","2"
"6","41","red","frc9093","frc8058","frc8780","74","0","3","None","Level","21","41","None","Level","2"
"7","48","blue","frc8261","frc9093","frc8856","52","4","13","None","Level","12","34","Docked","Level","0"
"8","56","blue","frc9093","frc9001","frc7758","59","12","30","None","Level","12","24","Docked","Level","0"
"9","63","red","frc8783","frc9093","frc8158","23","3","12","None","Level","9","11","None","NotLevel","0"
"10","68","blue","frc7201","frc6838","frc9093","88","9","20","None","NotLevel","31","53","Docked","Level","3"
