"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","2","red","frc7501","frc3656","frc4453","65","9","21","Docked","Level","19","39","Docked","Level","3"
"2","8","red","frc7197","frc3656","frc7221","89","6","21","Docked","Level","31","53","Docked","Level","3"
"3","15","blue","frc5144","frc3656","frc4422","97","12","27","Docked","Level","33","55","Docked","Level","3"
"4","20","red","frc8423","frc5205","frc3656","62","21","27","None","Level","0","20","Docked","Level","0"
"5","30","blue","frc6150","frc5090","frc3656","85","13","28","Docked","Level","30","52","Docked","Level","3"
"6","37","red","frc7660","frc3656","frc302","114","15","33","None","Level","39","61","Docked","Level","4"
"7","44","red","frc4216","frc6861","frc3656","118","9","30","None","Level","41","63","Docked","Level","4"
"8","49","blue","frc3656","frc8373","frc6556","65","6","21","Docked","Level","17","39","None","Level","1"
"9","55","blue","frc3656","frc5676","frc2611","116","15","30","Docked","Level","44","66","Docked","Level","3"
"10","63","blue","frc3656","frc9209","frc1502","94","6","24","Docked","Level","33","55","Docked","Level","3"
"11","69","blue","frc3322","frc9210","frc3656","91","13","31","Docked","Level","28","40","Docked","NotLevel","1"
"12","73","red","frc3656","frc5084","frc1023","101","12","27","Docked","Level","42","64","Docked","Level","3"
