"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","4","red","frc5176","frc3792","frc1288","31","6","9","None","NotLevel","10","22","Park","Level","0"
"2","10","blue","frc6420","frc1288","frc7452","48","3","6","None","Level","26","32","Park","NotLevel","0"
"3","21","red","frc7472","frc1288","frc4330","70","9","27","None","Level","19","33","Docked","NotLevel","2"
"4","28","red","frc1288","frc7117","frc6391","63","15","18","None","Level","22","40","Docked","NotLevel","2"
"5","33","blue","frc7496","frc1288","frc1982","67","3","21","None","Level","14","36","Park","Level","1"
"6","38","blue","frc1259","frc34","frc1288","74","6","17","None","NotLevel","25","47","Park","Level","1"
"7","44","blue","frc1288","frc1706","frc4500","123","13","31","None","Level","40","62","Park","Level","4"
"8","55","red","frc1288","frc1339","frc2408","82","3","18","None","Level","34","54","Park","Level","1"
"9","62","red","frc1329","frc1178","frc1288","38","4","4","None","Level","17","29","Park","Level","2"
"10","71","blue","frc8719","frc6823","frc1288","42","9","12","None","NotLevel","17","25","Park","NotLevel","0"
"11","76","red","frc931","frc1288","frc706","110","9","24","None","Level","44","66","Docked","Level","3"
