"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","3","blue","frc234","frc4645","frc5847","149","12","30","Docked","Level","50","72","Park","Level","4"
"2","10","red","frc7848","frc27","frc4645","103","12","15","None","NotLevel","48","68","Docked","Level","3"
"3","15","red","frc4645","frc648","frc2704","60","9","20","Docked","NotLevel","25","35","Park","NotLevel","0"
"4","20","blue","frc5484","frc4645","frc2481","125","21","39","Docked","Level","39","61","None","Level","4"
"5","23","blue","frc1736","frc4645","frc4143","126","15","33","None","Level","53","73","Docked","Level","3"
"6","28","blue","frc4645","frc6651","frc1208","63","10","16","None","Level","20","42","Docked","Level","0"
"7","36","red","frc4645","frc6237","frc2169","104","18","29","Docked","NotLevel","38","60","Docked","Level","1"
"8","40","red","frc2039","frc3539","frc4645","110","12","30","None","Level","43","65","None","Level","3"
"9","47","red","frc4187","frc4645","frc2040","99","12","30","None","Level","32","54","Park","Level","2"
"10","50","blue","frc4645","frc2080","frc6317","82","9","15","None","NotLevel","25","47","Docked","Level","0"
"11","58","blue","frc4655","frc4213","frc4645","104","16","37","None","Level","27","57","Park","Level","1"
"12","63","red","frc4096","frc1756","frc4645","122","21","39","None","Level","38","58","None","Level","2"
