"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","1","red","frc3029","frc624","frc4328","36","6","14","Docked","NotLevel","14","22","Docked","NotLevel","2"
"2","12","blue","frc4734","frc8556","frc624","69","6","18","Docked","Level","24","46","Docked","Level","3"
"3","16","red","frc6377","frc624","frc4717","81","12","27","Docked","Level","33","39","Docked","NotLevel","2"
"4","22","red","frc624","frc3735","frc8088","85","12","23","Docked","NotLevel","30","52","Docked","Level","3"
"5","28","red","frc4610","frc624","frc2950","65","6","21","Docked","Level","19","39","Docked","Level","3"
"6","38","blue","frc624","frc7119","frc3743","50","6","21","Docked","Level","17","29","Docked","Level","0"
"7","44","blue","frc7540","frc1477","frc624","106","12","27","None","Level","44","64","Docked","Level","3"
"8","51","blue","frc624","frc6800","frc3676","106","9","24","Docked","Level","20","40","Docked","Level","3"
"9","61","blue","frc624","frc1164","frc3847","89","15","30","Docked","Level","27","49","Docked","Level","1"
"10","65","blue","frc6180","frc6672","frc624","115","12","30","None","Level","43","65","Docked","Level","2"
"11","71","red","frc9311","frc9289","frc624","63","4","12","Docked","NotLevel","26","46","Docked","Level","1"
"12","79","blue","frc5052","frc624","frc8769","60","9","24","Docked","Level","14","26","Docked","Level","2"
