"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","3","blue","frc8863","frc8146","frc9232","60","9","15","None","NotLevel","18","40","Park","Level","0"
"2","10","blue","frc8079","frc6025","frc8146","43","3","15","None","Level","6","18","Park","Level","2"
"3","17","blue","frc6431","frc7742","frc8146","26","4","10","None","Level","4","16","Park","Level","0"
"4","25","red","frc8754","frc9124","frc8146","52","4","19","None","Level","13","33","None","Level","1"
"5","33","red","frc8240","frc8146","frc8800","52","10","13","None","Level","25","39","Park","Level","2"
"6","43","red","frc8146","frc9089","frc5655","40","4","16","None","Level","20","24","Park","NotLevel","0"
"7","49","red","frc8146","frc9247","frc6415","24","10","13","None","Level","7","11","Park","NotLevel","0"
"8","63","red","frc7576","frc8146","frc6989","60","12","23","None","NotLevel","15","37","Park","Level","1"
"9","71","red","frc8146","frc6353","frc9077","91","3","6","None","Level","24","46","Park","Level","2"
