"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","1","blue","frc5024","frc4343","frc1285","132","16","25","None","Level","60","72","Docked","NotLevel","3"
"2","9","red","frc6987","frc5024","frc865","115","10","28","Docked","Level","32","52","Docked","Level","4"
"3","18","blue","frc7690","frc8729","frc5024","135","10","31","Docked","Level","57","79","Docked","Level","4"
"4","26","blue","frc2609","frc5024","frc4069","152","16","37","Docked","Level","60","90","None","Level","4"
"5","32","blue","frc5036","frc6865","frc5024","66","11","29","Docked","Level","22","22","Docked","NotLevel","0"
"6","36","red","frc4907","frc5024","frc6378","149","22","40","Docked","Level","57","79","Docked","Level","4"
"7","41","blue","frc1310","frc1114","frc5024","170","26","47","Docked","Level","61","83","Docked","Level","4"
"8","48","red","frc4903","frc5885","frc5024","151","16","37","Docked","Level","52","74","Docked","Level","4"
"9","55","red","frc5024","frc8764","frc4917","144","11","32","Docked","Level","50","70","Docked","Level","4"
"10","61","red","frc5024","frc2386","frc5870","108","11","32","Docked","Level","29","51","Docked","Level","2"
"11","67","blue","frc2708","frc5024","frc9263","90","11","14","None","Level","21","51","Docked","Level","1"
"12","78","red","frc5024","frc4688","frc6854","136","14","35","Docked","Level","51","71","None","Level","4"
