"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","3","blue","frc5260","frc7810","frc3546","81","12","23","None","NotLevel","25","31","Docked","NotLevel","0"
"2","10","red","frc288","frc4004","frc3546","108","12","30","None","Level","36","58","Docked","Level","2"
"3","15","red","frc8608","frc3546","frc7658","137","15","33","None","Level","52","74","Park","Level","4"
"4","25","red","frc2405","frc3875","frc3546","110","12","27","Docked","Level","38","58","Docked","Level","2"
"5","31","blue","frc3546","frc7808","frc6090","108","12","26","Docked","NotLevel","23","45","Docked","Level","1"
"6","35","red","frc8285","frc7818","frc3546","96","9","23","Docked","NotLevel","31","53","Docked","Level","3"
"7","40","blue","frc3546","frc7809","frc6005","104","7","25","Docked","Level","27","49","Docked","Level","3"
"8","47","red","frc3546","frc244","frc6114","112","10","28","None","Level","37","59","Docked","Level","4"
"9","53","blue","frc4391","frc3546","frc8397","142","16","37","None","Level","58","80","Docked","Level","2"
"10","64","blue","frc3546","frc9222","frc9215","82","15","29","Docked","NotLevel","16","38","Docked","Level","3"
"11","68","red","frc7210","frc3546","frc4967","136","12","33","None","Level","41","63","Park","Level","4"
"12","75","blue","frc8126","frc3546","frc5623","125","6","24","None","Level","46","76","Docked","Level","4"
