"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","2","blue","frc4189","frc8575","frc3490","72","9","24","None","Level","23","43","Docked","Level","3"
"2","6","blue","frc1319","frc3490","frc4451","76","0","15","None","Level","29","51","Docked","Level","3"
"3","13","red","frc343","frc6167","frc3490","75","7","18","None","NotLevel","22","42","Docked","Level","3"
"4","17","blue","frc6961","frc6910","frc3490","47","0","15","None","Level","10","32","Docked","Level","1"
"5","22","red","frc3091","frc3490","frc1051","73","6","12","None","Level","37","51","Docked","NotLevel","0"
"6","27","blue","frc1293","frc2815","frc3490","76","3","21","None","Level","25","45","None","Level","3"
"7","31","blue","frc7085","frc3490","frc1539","32","0","6","None","Level","14","26","Docked","Level","0"
"8","34","red","frc3490","frc5130","frc342","86","3","9","None","Level","30","52","Docked","Level","2"
"9","38","red","frc4823","frc3490","frc3489","83","0","18","None","Level","28","50","Docked","Level","3"
"10","43","blue","frc3490","frc3976","frc4823","53","0","6","None","NotLevel","25","37","Docked","Level","0"
"11","48","blue","frc3490","frc7085","frc8575","47","3","21","None","Level","21","21","Docked","NotLevel","0"
"12","54","red","frc3490","frc281","frc4073","57","6","17","Docked","NotLevel","23","35","Docked","NotLevel","0"
