"","team","opr","auto_opr","auto_game_piece_rating","teleop_opr","teleop_game_piece_rating","auto_teleop_rating_ratio","rp_rating"
"1","frc1102",57.1335323339442,13.0022478688298,"1.435557409038",28.9939251751135,"8.76837391011887","0.227576474579445","1.20514813337072"
"2","frc111",67.9445520323817,20.189717983346,"2.44491768038882",32.4647521366672,"9.28085101668188","0.297149916798683","2.088423084714"
"3","frc118",69.5834443414389,17.5865350956653,"1.8979974201238",33.3685250917322,"8.91819255062196","0.252740220926259","2.01661305074105"
"4","frc1189",51.0887000157903,13.3392736015704,"1.25450747926272",26.1854439533186,"6.06386380249577","0.261100274570453","1.23816168302222"
"5","frc120",45.318149935518,11.8759237947285,"1.06178158007693",27.7499645080689,"6.14078700561052","0.262056677327437","0.907313567051911"
"6","frc1481",51.8446849959921,14.293524289947,"1.27916099239422",24.1392575893979,"6.67465837507373","0.27569893212876","0.997441728339057"
"7","frc1561",59.3951241881796,11.3236948241874,"1.28958805381709",34.2116396911811,"9.44648403937445","0.190650242405604","1.71679110857787"
"8","frc1574",53.7715127253328,14.6920196726855,"1.98327514920369",27.1458096564527,"8.28814619395038","0.273230543982145","0.900184854071286"
"9","frc1577",72.5301924278111,12.3600981331927,"1.43469681985197",40.4036378077825,"10.7032636826037","0.170413144091609","1.35403071603939"
"10","frc1619",53.4852072227053,17.0399817281156,"1.62663288584477",25.8904106005973,"7.23230764449698","0.318592422333962","1.03505628758005"
"11","frc1700",35.4207508656807,8.38833919741003,"0.876614474817901",19.3401680964816,"6.19918495050495","0.236819914665827","-0.131826557029428"
"12","frc1768",62.7792340778861,15.3436154916891,"1.5836668011736",32.4245358349848,"9.52739660396007","0.24440590454884","1.16314876082275"
"13","frc1884",33.083686344208,7.57168185105421,"0.852359637085736",18.8091023448878,"4.22591394294999","0.228864515649109","0.546688894274015"
"14","frc2056",83.4720434192594,19.5932757816014,"2.77402697128625",40.7611460228041,"11.7122991238087","0.234728598690094","2.17195516049487"
