"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","13","red","frc343","frc4270","frc9219","145","19","40","None","Level","53","75","Park","Level","4"
"2","22","blue","frc3284","frc5727","frc4270","145","18","24","None","NotLevel","61","91","Docked","Level","2"
"3","31","blue","frc5414","frc6586","frc4270","124","10","28","None","Level","56","76","Docked","Level","3"
"4","40","red","frc7890","frc4766","frc4270","187","18","39","None","Level","73","103","Docked","Level","4"
"5","53","blue","frc4270","frc3990","frc9168","159","21","42","None","Level","60","82","Docked","Level","4"
"6","66","red","frc2370","frc4270","frc449","157","24","33","None","Level","64","94",NA,"Level","4"
"7","82","red","frc4270","frc2451","frc2637","-1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","95","red","frc4270","frc3749","frc4738","-1",NA,NA,NA,NA,NA,NA,"Park",NA,NA
"9","105","red","frc6998","frc4270","frc6652","-1",NA,NA,NA,NA,NA,NA,"Docked",NA,NA
"10","121","blue","frc9016","frc7565","frc4270","-1",NA,NA,NA,NA,NA,NA,"Docked",NA,NA
