"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","2","blue","frc2491","frc3381","frc5913","105","15","30","Docked","Level","33","55","Docked","Level","3"
"2","11","red","frc6574","frc2491","frc5271","68","9","30","Docked","Level","11","33","Docked","Level","3"
"3","21","red","frc5720","frc3928","frc2491","85","10","28","Docked","Level","20","42","None","Level","3"
"4","39","red","frc2472","frc5339","frc2491","64","9","24","Docked","Level","18","30","Docked","NotLevel","0"
"5","48","blue","frc7530","frc3755","frc2491","63","3","6","None","Level","25","47","Docked","Level","0"
"6","59","blue","frc4230","frc4226","frc2491","61","9","24","Docked","Level","17","27","Docked","Level","0"
"7","68","blue","frc4181","frc2491","frc7677","56","3","18","Docked","Level","22","28","Docked","NotLevel","0"
"8","74","blue","frc2491","frc5232","frc4182","115","3","21","Docked","Level","52","74","Docked","Level","3"
"9","80","red","frc2491","frc2052","frc7021","141","15","33","None","Level","51","73","Docked","Level","4"
"10","89","blue","frc5576","frc2491","frc3023","86","13","31","None","Level","23","45","None","Level","3"
