"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","10","blue","frc977","frc4099","frc623","133","14","32","None","Level","46","76","Docked","Level","2"
"2","20","red","frc977","frc3373","frc4472","97","16","22","None","NotLevel","43","55","None","NotLevel","1"
"3","28","red","frc614","frc401","frc977","133","22","40","None","Level","46","68","Docked","Level","4"
"4","36","red","frc346","frc977","frc8622","60","12","23","Docked","NotLevel","21","27","Docked","NotLevel","0"
"5","47","blue","frc977","frc4541","frc2363","115","10","24","Docked","NotLevel","39","59","Docked","Level","3"
"6","54","red","frc1908","frc977","frc9033","98","16","34","None","Level","32","54","Docked","Level","1"
"7","61","red","frc1895","frc9072","frc977","84","7","22","None","Level","20","42","Docked","Level","1"
"8","73","red","frc977","frc116","frc449","128","16","30","Docked","NotLevel","53","73","Park","Level","2"
"9","81","blue","frc686","frc2106","frc977","112","16","34","None","Level","41","63","Docked","Level","1"
"10","91","blue","frc3939","frc977","frc3136","121","16","37","None","Level","42","64","None","Level","2"
"11","101","red","frc836","frc6802","frc977","144","20","41","None","Level","56","78","Docked","Level","4"
"12","111","blue","frc8230","frc977","frc2199","124","10","31","None","Level","41","63","Docked","Level","2"
