"","team","opr","auto_opr","teleop_opr","rp_rating"
"1","frc1086",30.0039625909048,4.88258136891678,22.3144410327221,"0.850516948300303"
"2","frc1111",30.251150994686,7.41452523705654,23.5702247461909,"1.44608774800182"
"3","frc1123",21.7672134159443,5.63413559116432,14.1922341075395,"0.83917987321738"
"4","frc116",23.8029336726473,6.00345873606942,16.9443825977457,"0.761284228820227"
"5","frc122",27.1033360983766,6.89554697050454,20.2801061027352,"1.31652162579689"
"6","frc1262",24.4689269943107,6.02537270531269,18.2403141951517,"0.144312715826452"
"7","frc1599",19.8090143433782,7.57973511102339,13.0179531893999,"0.840650166736698"
"8","frc1610",34.1973794520982,7.4301267236651,25.1332462244506,"1.06526345291769"
"9","frc1629",33.5445679310513,10.8563282485766,22.2485525908043,"1.44212450540453"
"10","frc1719",10.8260369865314,3.19227426343385,7.07403066932008,"0.00410559113617992"
"11","frc1727",8.9043349814798,3.43944049953905,5.33217776993009,"-0.0114697786336786"
"12","frc1731",39.6313463932534,7.65673055858657,31.0713094007787,"1.8536168017292"
"13","frc1885",36.5992763471385,8.02322192597796,27.0551296726585,"1.71959113032931"
"14","frc1895",20.4705777230906,3.58999630204372,18.5705201114575,"0.655295084836165"
"15","frc1908",30.5116792200102,7.46572115091661,21.9045019158409,"1.45989948957855"
"16","frc2068",16.577847583296,4.55103947050463,9.32262324389598,"0.302205880457615"
"17","frc2186",12.6662118215083,4.98500114254617,8.09594288040081,"0.265120280954381"
"18","frc2199",13.36891923298,1.50501344935591,11.8800241632785,"0.201593773009343"
"19","frc2363",45.8609862196325,14.8381298903383,27.3473157115927,"1.63601146070159"
"20","frc2377",22.8004258041602,7.10598862826317,13.622567627924,"0.648478552730738"
"21","frc2421",27.6359910263193,6.32123357874436,22.0876130362323,"1.15753279447011"
"22","frc2537",17.3319538280415,6.07105054155723,11.0342218546789,"0.978843578732217"
"23","frc2914",17.1989773781811,10.0709601457609,5.85786308054314,"0.171091793209034"
"24","frc3136",36.0482160162295,9.11849467016364,26.0877747148528,"0.587623335948022"
"25","frc3274",13.4817994437138,4.72865209004342,7.58617171045841,"-0.0501843558535694"
"26","frc3748",14.4582672451183,2.3943060961602,8.29767052735966,"0.32013504539737"
"27","frc384",27.3862339425062,10.2971096921561,16.1465311229417,"0.43544922101675"
"28","frc3939",12.5466859446289,2.90691308688425,9.19681156044009,"0.385527162329974"
"29","frc401",34.0246064277567,13.8687158523196,20.3360543998546,"1.83204773493292"
"30","frc4099",35.4399085084328,8.38890870397029,26.0647097948082,"1.52636400170946"
"31","frc422",31.7246533124183,8.5668381287061,23.1961765586848,"0.907362564017015"
"32","frc4242",16.3364864841484,5.21548337533129,11.43856051561,"0.355557542927977"
"33","frc4286",14.7647041166033,5.6141224973972,8.2422465931877,"0.418319205559016"
"34","frc4472",28.1235250155501,7.10168718713576,21.2405657142905,"1.00996104163189"
"35","frc449",32.0793241308057,4.77861716002109,26.0879563937398,"0.917610591805679"
"36","frc4541",28.6371921709759,4.03818323109503,22.245427684069,"1.35222917554279"
"37","frc4638",23.0041935651995,5.55106635261254,17.7496939455424,"0.799277859657522"
"38","frc4821",22.4967798557685,6.21623402440227,15.5029993766527,"1.04010638439935"
"39","frc5338",22.1351449299194,8.54602607069606,12.6618665700194,"0.835233466677649"
"40","frc5549",16.0813438352604,5.04703549877203,9.68853339771807,"0.0556321488696303"
"41","frc5587",23.9650696481395,12.0967415324449,10.8511035151536,"0.878257931100187"
"42","frc5724",30.9702500587733,8.94168460563806,20.8148561200744,"0.889802431999675"
"43","frc5804",25.0540205276905,5.21549100734363,19.6961849555338,"0.91966020354233"
"44","frc612",14.0313070490965,2.42851395149761,12.093571895247,"0.358597519812386"
"45","frc614",22.0501589466478,6.2014614741392,13.5301630038977,"0.858277387137128"
"46","frc6194",7.3594092200896,2.81607058516227,4.30782318528216,"-0.128124129530387"
"47","frc620",25.5455529507144,3.89975687149135,19.5074194141274,"0.906337777181788"
"48","frc623",36.1274709533054,10.3948860211806,25.1520074793709,"1.39132186603226"
"49","frc6326",14.094957720067,3.92986165632688,11.2721108764539,"0.256221039404025"
"50","frc6504",20.8914301205251,5.7953096762438,12.7752489016735,"0.785970057424781"
"51","frc6802",18.9496764250392,6.55448711812861,12.3941493210717,"0.0931266523131056"
"52","frc686",25.7691765459649,7.15632831858194,18.0187319471275,"1.47325488149986"
"53","frc7429",25.3397085585744,6.31741678826983,19.5478018600179,"0.943253970635166"
"54","frc7770",13.1886191108227,1.82062621344491,9.93230912729281,"0.645228635265471"
"55","frc8230",19.1513087521604,5.40230705799422,14.5026513648132,"0.649763328094043"
"56","frc836",49.926376889998,17.7741241155716,30.7452853370265,"2.05891250539442"
"57","frc8592",17.3797742394996,4.4996211724038,12.011777689374,"0.098647650032323"
"58","frc8622",8.0886569759974,2.73467263568288,3.1649500124508,"-0.667966016025011"
"59","frc8726",18.7726929635694,3.76315798162322,12.9801622249638,"0.364265095397451"
"60","frc888",17.4089340259363,4.34147525910594,10.2346452635458,"-0.0842519448765335"
