"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","6","red","frc9210","frc3773","frc7221","64","3","9","None","Level","14","28","None","Level","0"
"2","11","red","frc5641","frc8374","frc9210","58","10","27","None","NotLevel","18","26","None","NotLevel","2"
"3","15","blue","frc1502","frc3707","frc9210","59","12","18","None","Level","16","36","Docked","Level","0"
"4","24","blue","frc4395","frc5509","frc9210","33","0","0","None","Level","6","16","Docked","Level","0"
"5","30","blue","frc6615","frc1076","frc9210","73","15","30","None","Level","21","33","Park","NotLevel","2"
"6","34","red","frc6081","frc9210","frc3322","93","10","24","None","NotLevel","27","49","Park","Level","4"
"7","38","blue","frc9210","frc7598","frc9209","69","6","20","None","NotLevel","9","39","Docked","Level","1"
"8","48","blue","frc7225","frc9210","frc6089","36","7","13","None","Level","12","18","Docked","NotLevel","0"
"9","53","red","frc9210","frc4405","frc5708","85","6","21","None","Level","34","54","None","Level","1"
"10","59","red","frc5067","frc9210","frc8424","87","15","21","None","Level","21","51","None","Level","3"
"11","64","red","frc107","frc9210","frc9241","106","9","27","Docked","Level","34","64","Docked","Level","3"
"12","72","blue","frc9210","frc5674","frc5066","89","8","26","None","Level","26","48","Docked","Level","1"
