"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","2","blue","frc7250","frc5534","frc4375","63","6","9","None","NotLevel","24","44","Docked","Level","2"
"2","7","red","frc4376","frc7250","frc4392","42","3","3","None","Level","19","39","Docked","Level","0"
"3","14","blue","frc6569","frc5213","frc7250","60","4","21","Docked","NotLevel","19","39","Park","Level","3"
"4","20","red","frc573","frc7250","frc7768","61","9","23","None","NotLevel","16","38","Docked","Level","3"
"5","26","blue","frc3602","frc7250","frc6637","62","6","21","None","Level","16","36","Docked","Level","3"
"6","34","blue","frc5706","frc7250","frc7826","33","3","6","None","Level","5","27","Park","Level","0"
"7","39","blue","frc7250","frc7782","frc9249","69","6","24","None","Level","25","35","Docked","NotLevel","2"
"8","49","blue","frc4835","frc9188","frc7250","63","0","14","Docked","NotLevel","27","49","Park","Level","1"
"9","56","red","frc5486","frc3175","frc7250","90","6","20","Docked","NotLevel","33","55","Docked","Level","3"
"10","60","red","frc6077","frc5714","frc7250","52","6","17","Docked","NotLevel","20","30","Docked","NotLevel","0"
"11","65","red","frc7250","frc2586","frc5314","87","0","18","None","Level","32","54","Park","Level","3"
"12","76","red","frc7250","frc6112","frc4827","72","7","16","None","NotLevel","16","46","Docked","Level","1"
