"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","4","red","frc9036","frc2046","frc2811","151","18","39","None","Level","60","82","Park","Level","4"
"2","16","blue","frc2522","frc2046","frc1294","74","12","27","None","Level","17","37","None","Level","1"
"3","22","red","frc948","frc2046","frc4125","138","16","37","None","Level","49","71","Park","Level","2"
"4","31","blue","frc3636","frc488","frc2046","161","24","41","None","NotLevel","60","80","Docked","Level","4"
"5","39","blue","frc1540","frc2046","frc4918","95","14","32","None","Level","36","58","Park","Level","1"
"6","46","red","frc2046","frc7034","frc2521","176","28","49","None","Level","65","87","Docked","Level","4"
"7","57","blue","frc753","frc6831","frc2046","146","25","43","None","Level","51","73","Docked","Level","4"
"8","62","red","frc2046","frc4061","frc6443","130","21","27","None","Level","62","68","Docked","NotLevel","1"
"9","75","blue","frc2046","frc2980","frc3218","149","28","46","None","Level","48","78","Park","Level","2"
"10","82","red","frc2910","frc1983","frc2046","192","31","52","None","Level","65","95","None","Level","4"
"11","89","blue","frc3674","frc4469","frc2046","149","27","45","None","Level","44","74","Park","Level","2"
"12","98","red","frc2046","frc1899","frc8532","134","21","42","None","Level","54","62","Docked","NotLevel","1"
