"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","5","blue","frc9156","frc1745","frc8874","50","6","6","None","Level","27","39","Park","NotLevel","2"
"2","9","red","frc7321","frc5417","frc9156","63","9","24","None","Level","15","29","None","Level","0"
"3","12","red","frc5572","frc9156","frc6526","48","6","24","None","Level","11","19","Docked","NotLevel","0"
"4","18","blue","frc9156","frc9034","frc6171","62","6","12","None","Level","25","45","Park","Level","2"
"5","24","red","frc5431","frc8749","frc9156","72","0","18","None","Level","32","54","Park","Level","1"
"6","29","red","frc9156","frc1296","frc9088","93","7","28","None","Level","40","50","Park","NotLevel","2"
"7","32","red","frc2687","frc7503","frc9156","73","6","24","None","Level","17","39","Park","Level","3"
"8","40","blue","frc8858","frc9156","frc6768","57","15","18","None","Level","24","34","Docked","NotLevel","0"
"9","46","blue","frc9156","frc2468","frc2582","124","6","24","None","Level","48","70","Park","Level","4"
"10","49","blue","frc3005","frc9156","frc7506","102","7","25","None","Level","40","62","None","Level","1"
"11","55","red","frc5682","frc9156","frc2689","50","12","18","None","NotLevel","25","27","Docked","NotLevel","0"
"12","59","blue","frc4641","frc7121","frc9156","62","16","22","None","NotLevel","10","40","Park","Level","3"
