"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","4","blue","frc4603","frc3160","frc2945","29","0","0","None","Level","21","29","Park","NotLevel","0"
"2","9","blue","frc2945","frc1619","frc2373","117","18","32","None","NotLevel","33","55","Park","Level","4"
"3","17","blue","frc2341","frc2945","frc4523","30","0","3","None","Level","12","22","Park","NotLevel","0"
"4","21","red","frc4293","frc5550","frc2945","44","3","6","None","Level","16","38","Docked","Level","0"
"5","24","red","frc2945","frc6026","frc2395","46","0","3","None","Level","18","38","Docked","Level","0"
"6","34","red","frc2773","frc2945","frc5889","101","9","20","Docked","NotLevel","23","37","Docked","NotLevel","2"
"7","38","red","frc9007","frc6809","frc2945","66","0","11","Docked","NotLevel","16","28","None","Level","2"
"8","45","blue","frc2359","frc6424","frc2945","91","6","20","None","NotLevel","34","56","Docked","Level","3"
"9","49","red","frc2986","frc2945","frc2718","56","6","9","None","NotLevel","25","37","Park","Level","0"
"10","57","red","frc3931","frc2945","frc1209","82","6","20","None","NotLevel","30","52","Park","Level","3"
"11","60","blue","frc2945","frc3247","frc1410","80","12","30","None","Level","23","45","Park","Level","1"
