"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","1","red","frc6369","frc7534","frc8874","82","7","19","Docked","Level","21","43","Docked","Level","3"
"2","9","blue","frc8528","frc4251","frc6369","86","4","19","Docked","Level","27","47","Park","Level","3"
"3","15","blue","frc3481","frc6369","frc4717","92","8","23","Docked","Level","22","44","Docked","Level","3"
"4","25","blue","frc8512","frc6369","frc148","114","8","23","Docked","Level","49","71","Park","Level","3"
"5","32","red","frc5212","frc2848","frc6369","105","8","23","Docked","Level","48","62","Park","Level","2"
"6","38","red","frc6369","frc4206","frc7121","133","14","25","Docked","NotLevel","43","63","Docked","Level","4"
"7","43","blue","frc6369","frc4364","frc1164","75","10","28","Docked","Level","17","37","Docked","Level","3"
"8","49","blue","frc5613","frc9105","frc6369","102","10","25","Docked","Level","40","62","Docked","Level","1"
"9","54","red","frc1745","frc5411","frc6369","129","14","32","Docked","Level","50","72","Docked","Level","2"
"10","60","red","frc9136","frc6369","frc4153","116","14","29","Docked","Level","35","57","Park","Level","4"
"11","72","red","frc6369","frc7271","frc6171","77","4","19","Docked","Level","30","38","Docked","NotLevel","2"
"12","78","blue","frc7750","frc6369","frc6682","68","4","19","Docked","Level","17","39","Park","Level","1"
