"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","7","red","frc5224","frc8517","frc6631","69","6","12","None","Level","30","52","Docked","Level","0"
"2","12","red","frc7211","frc6631","frc4391","120","12","33","None","Level","45","67","Docked","Level","3"
"3","19","blue","frc5538","frc5248","frc6631","53","3","6","None","Level","12","32","Docked","Level","2"
"4","24","blue","frc302","frc3770","frc6631","121","12","29","None","NotLevel","45","67","Park","Level","3"
"5","30","blue","frc548","frc6631","frc7823","92","6","27","None","Level","28","50","Docked","Level","1"
"6","35","red","frc1506","frc8193","frc6631","75","6","24","None","Level","19","41","Docked","Level","1"
"7","43","red","frc6533","frc6631","frc5505","87","6","24","None","Level","31","53","Docked","Level","3"
"8","52","red","frc6631","frc5525","frc2619","41","6","12","None","Level","18","24","Docked","NotLevel","0"
"9","58","blue","frc7109","frc6631","frc8286","53","6","12","None","Level","14","36","Docked","Level","0"
"10","63","blue","frc6631","frc5229","frc4003","88","6","21","None","Level","25","47","Docked","Level","3"
"11","71","blue","frc6631","frc7784","frc5533","61","4","10","None","Level","19","41","Docked","Level","0"
"12","78","red","frc6631","frc8385","frc6071","91","9","15","None","Level","26","56","Park","Level","3"
