"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","5","red","frc2059","frc2640","frc9008","95","15","30","Docked","Level","33","55","Docked","Level","3"
"2","13","blue","frc5190","frc7671","frc9008","73","19","22","None","Level","16","36","Docked","Level","2"
"3","17","blue","frc4829","frc9008","frc6894","79","15","29","None","NotLevel","18","40","Docked","Level","1"
"4","22","red","frc9008","frc9000","frc3196","61","16","22","None","Level","15","29","Docked","NotLevel","0"
"5","29","red","frc4290","frc9008","frc4561","120","24","42","None","Level","28","58","Park","Level","3"
"6","34","blue","frc4935","frc9008","frc3229","88","14","29","Docked","Level","42","44","Docked","Level","0"
"7","44","red","frc7763","frc9008","frc4828","102","6","9","None","Level","39","59","None","Level","0"
"8","52","blue","frc9008","frc2642","frc5511","103","6","24","None","Level","34","64","Park","Level","1"
"9","57","blue","frc9008","frc587","frc5518","116","18","36","None","Level","47","55","Docked","NotLevel","2"
"10","66","red","frc4795","frc7443","frc9008","98","13","31","None","Level","32","42","Docked","Level","0"
"11","73","red","frc5160","frc9198","frc9008","64","9","30","None","Level","12","34","Docked","Level","1"
"12","77","red","frc9008","frc5607","frc900","127","15","33","None","Level","32","62","Docked","Level","3"
