"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","3","blue","frc2872","frc329","frc5298","129","15","33","None","Level","41","61","None","Level","4"
"2","12","blue","frc5298","frc7539","frc9016","78","12","30","None","Level","21","33","Park","Level","2"
"3","22","red","frc527","frc2638","frc5298","138","9","20","None","NotLevel","46","68","Park","Level","4"
"4","28","red","frc7717","frc3204","frc5298","27","3","6","None","Level","5","9","Park","Level","0"
"5","34","blue","frc5298","frc8595","frc694","122","24","42","None","Level","35","55","Park","Level","3"
"6","43","blue","frc6911","frc5298","frc564","82","6","24","None","Level","26","48","Park","Level","3"
"7","51","blue","frc5298","frc806","frc271","73","9","21","None","Level","15","37","Docked","Level","3"
"8","58","red","frc287","frc5298","frc9184","64","12","15","None","Level","29","39","None","NotLevel","2"
"9","67","blue","frc1880","frc5298","frc514","45","9","9","None","Level","14","36","Park","Level","0"
"10","72","red","frc8739","frc5099","frc5298","76","6","9","None","NotLevel","35","57","Park","Level","2"
