"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","6","blue","frc5099","frc2638","frc5736","88","12","27","Docked","Level","36","46","None","Level","2"
"2","11","blue","frc1803","frc884","frc5736","93","12","23","Docked","NotLevel","36","50","Docked","Level","0"
"3","21","blue","frc5736","frc514","frc358","87","18","30","Docked","Level","34","42","Docked","NotLevel","0"
"4","27","red","frc1554","frc2869","frc5736","122","13","27","Docked","NotLevel","40","70","Docked","Level","4"
"5","33","blue","frc601","frc5736","frc329","113","6","24","Docked","Level","37","59","Docked","Level","4"
"6","41","red","frc870","frc8595","frc5736","148","18","39","None","Level","42","64","Docked","Level","4"
"7","48","blue","frc5736","frc287","frc7673","97","12","30","Docked","Level","30","52","Docked","Level","1"
"8","59","blue","frc564","frc5736","frc3419","123","12","24","Docked","Level","52","74","None","Level","4"
"9","67","red","frc5736","frc3624","frc271","125","13","34","None","Level","41","61","Docked","Level","4"
"10","77","red","frc694","frc5736","frc1796","130","18","36","Docked","Level","54","74","Docked","Level","4"
