"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","4","red","frc6914","frc8774","frc3619","32","6","9","None","Level","18","18","None","Level","2"
"2","12","red","frc9255","frc3619","frc7145","54","4","7","None","Level","17","37","None","Level","2"
"3","18","red","frc3619","frc5642","frc2048","34","7","13","None","Level","6","16","Docked","NotLevel","0"
"4","25","red","frc8280","frc3619","frc4851","70","7","25","None","Level","13","35","Docked","Level","3"
"5","30","blue","frc4838","frc3619","frc3414","82","3","21","None","Level","34","56","None","Level","3"
"6","35","blue","frc123","frc503","frc3619","76","12","30","None","Level","21","41","Park","Level","1"
"7","44","blue","frc2224","frc6532","frc3619","65","10","25","None","Level","16","30","Park","Level","0"
"8","48","blue","frc3096","frc7692","frc3619","48","10","16","None","Level","20","22","None","NotLevel","0"
"9","53","blue","frc7188","frc3619","frc7196","42","6","9","None","Level","16","28","None","NotLevel","0"
"10","63","red","frc3619","frc4768","frc1","42","6","9","None","Level","11","33","None","Level","0"
"11","71","blue","frc3619","frc5577","frc2673","41","0","6","None","Level","22","30","Docked","NotLevel","0"
"12","78","red","frc3619","frc4680","frc2591","65","4","15","None","NotLevel","23","35","Docked","NotLevel","2"
