"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","4","blue","frc4096","frc1785","frc171","96","15","33","None","Level","33","53","Docked","Level","1"
"2","11","blue","frc1785","frc167","frc3928","110","15","33","None","Level","40","62","Park","Level","1"
"3","22","red","frc8824","frc1785","frc5275","61","6","21","Docked","Level","19","23","Docked","Level","0"
"4","36","red","frc1785","frc8298","frc9082","59","6","24","None","Level","15","35","Docked","Level","1"
"5","45","blue","frc1785","frc5914","frc4624","101","13","31","None","Level","30","50","Docked","Level","3"
"6","51","blue","frc7541","frc1785","frc2667","102","16","34","None","Level","33","53","Docked","Level","1"
"7","64","red","frc2847","frc8024","frc1785","97","12","18","None","NotLevel","42","64","Docked","Level","2"
"8","71","blue","frc6419","frc4329","frc1785","65","6","12","None","Level","26","48","Docked","Level","0"
"9","79","red","frc7848","frc6424","frc1785","134","16","34","None","Level","53","75","Park","Level","4"
"10","93","red","frc4859","frc4646","frc1785","120","18","36","None","Level","47","69","Docked","Level","3"
