"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","5","red","frc8179","frc8300","frc5197","81","6","24","Docked","Level","25","47","Docked","Level","2"
"2","11","red","frc8179","frc8426","frc7232","111","12","27","Docked","Level","37","59","Docked","Level","3"
"3","19","red","frc7692","frc8179","frc6152","110","15","33","Docked","Level","37","57","None","Level","3"
"4","27","blue","frc8179","frc1250","frc280","110","12","27","None","Level","26","48","Docked","Level","3"
"5","31","red","frc4854","frc8179","frc7716","97","6","24","Docked","Level","36","58","Park","Level","3"
"6","35","red","frc7178","frc8179","frc9253","112","12","30","Docked","Level","37","57","Docked","Level","3"
"7","41","blue","frc8623","frc7553","frc8179","73","15","30","Docked","Level","18","38","None","Level","1"
"8","47","blue","frc2620","frc7196","frc8179","93","13","21","Docked","NotLevel","39","47","Docked","NotLevel","1"
"9","57","blue","frc5532","frc8179","frc5907","85","12","27","Docked","Level","21","43","Docked","Level","3"
"10","62","blue","frc6532","frc9205","frc8179","65","9","24","Docked","Level","22","26","Docked","Level","0"
"11","69","red","frc8179","frc3641","frc6861","136","18","33","Docked","Level","51","73","None","Level","4"
"12","76","red","frc4758","frc308","frc8179","91","15","30","Docked","Level","29","51","Docked","Level","1"
