"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","6","red","frc3277","frc4238","frc8422","63","9","9","None","NotLevel","27","39","None","NotLevel","0"
"2","17","blue","frc4238","frc8586","frc8887","9","0","3","None","Level","4","6","None","NotLevel","0"
"3","23","red","frc4238","frc4539","frc7858","70","9","15","None","NotLevel","18","40","None","Level","0"
"4","30","blue","frc3300","frc8255","frc4238","35","3","6","None","Level","20","24","Docked","NotLevel","0"
"5","40","red","frc3134","frc4238","frc6453","56","6","24","None","Level","19","27","None","NotLevel","0"
"6","50","red","frc4607","frc4239","frc4238","87","9","24","None","Level","31","53","Docked","Level","1"
"7","60","red","frc2175","frc4238","frc4536","46","15","21","None","Level","21","25","Park","NotLevel","0"
"8","67","red","frc5658","frc6628","frc4238","69","3","6","None","Level","28","58","None","Level","1"
"9","77","blue","frc7257","frc7677","frc4238","104","9","24","None","Level","41","55","None","NotLevel","3"
"10","82","blue","frc4238","frc2509","frc3630","89","9","21","None","Level","36","58","None","Level","3"
