"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","2","blue","frc1468","frc5736","frc2347","117","12","27","None","Level","50","70","Docked","Level","4"
"2","11","blue","frc6401","frc3137","frc2347","42","0","0","None","NotLevel","17","37","Docked","Level","0"
"3","20","red","frc496","frc2347","frc810","74","6","21","None","Level","28","38","Park","NotLevel","2"
"4","28","red","frc7673","frc2638","frc2347","58","6","20","None","NotLevel","13","33","Docked","Level","3"
"5","36","red","frc2347","frc3171","frc2875","79","9","24","None","Level","28","50","Docked","Level","1"
"6","42","red","frc2347","frc7539","frc569","53","7","25","None","Level","14","18","Docked","Level","0"
"7","49","red","frc2872","frc2347","frc7497","100","12","30","None","Level","33","55","Docked","Level","1"
"8","58","red","frc2347","frc5659","frc8595","53","9","15","None","NotLevel","17","23","Docked","NotLevel","0"
"9","66","blue","frc8760","frc2347","frc2869","36","4","10","None","Level","2","16","Docked","Level","0"
"10","72","blue","frc333","frc3015","frc2347","133","14","32","None","Level","54","76","Park","Level","4"
