"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","6","red","frc5988","frc6083","frc5331","47","3","9","None","NotLevel","18","38","Docked","Level","0"
"2","12","blue","frc5988","frc7128","frc4739","35","7","10","None","Level","16","20","Docked","NotLevel","0"
"3","18","red","frc5988","frc9147","frc7583","28","10","10","None","NotLevel","16","18","Docked","NotLevel","0"
"4","22","blue","frc3132","frc4817","frc5988","69","9","21","None","Level","18","38","Docked","Level","3"
"5","26","red","frc6434","frc5988","frc5564","69","0","12","None","Level","8","30","Docked","Level","3"
"6","32","red","frc6432","frc5876","frc5988","43","6","12","None","Level","6","26","Docked","Level","0"
"7","40","red","frc7433","frc5988","frc4537","90","12","30","None","Level","28","50","None","Level","3"
"8","48","blue","frc5648","frc5988","frc4774","51","12","12","None","Level","4","34","Docked","Level","1"
"9","52","blue","frc9189","frc5988","frc5985","53","9","20","None","NotLevel","11","33","Docked","Level","1"
"10","57","blue","frc6520","frc6476","frc5988","25","6","9","None","Level","11","11","Docked","NotLevel","0"
"11","63","blue","frc5988","frc9145","frc6508","96","6","21","Docked","Level","33","55","Docked","Level","3"
