"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","5","red","frc5507","frc8016","frc581","115","12","30","Docked","Level","49","55","Docked","NotLevel","1"
"2","14","red","frc8045","frc5507","frc299","71","6","18","Docked","Level","23","43","Docked","Level","3"
"3","19","red","frc5507","frc8793","frc8751","101","14","32","Docked","Level","14","34","Park","Level","3"
"4","26","blue","frc5507","frc6619","frc5419","115","9","27","None","Level","41","63","Docked","Level","4"
"5","31","red","frc972","frc9006","frc5507","101","12","18","None","Level","46","58","Docked","NotLevel","2"
"6","36","blue","frc4765","frc5507","frc971","98","22","40","None","Level","31","53","Docked","Level","3"
"7","45","blue","frc8852","frc9143","frc5507","102","12","30","Docked","Level","30","52","Docked","Level","3"
"8","53","blue","frc5507","frc9038","frc8169","128","18","32","Docked","NotLevel","44","66","Docked","Level","4"
"9","59","blue","frc9125","frc1351","frc5507","127","18","36","Docked","Level","44","66","Park","Level","4"
"10","66","blue","frc9114","frc5507","frc604","112","12","27","Docked","Level","38","60","Docked","Level","4"
