"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","2","red","frc6921","frc87","frc1712","83","7","22","Docked","Level","24","46","Docked","Level","3"
"2","9","blue","frc87","frc2720","frc2180","100","6","24","Docked","Level","24","46","Docked","Level","3"
"3","15","red","frc87","frc8130","frc9100","45","7","22","Docked","Level","10","18","Docked","NotLevel","0"
"4","18","blue","frc87","frc8704","frc4750","63","7","19","Docked","Level","12","34","Docked","Level","1"
"5","24","blue","frc203","frc5113","frc87","91","9","20","None","NotLevel","29","51","Docked","Level","2"
"6","28","red","frc6226","frc2191","frc87","84","0","18","None","Level","31","51","Docked","Level","3"
"7","36","red","frc87","frc2559","frc4342","101","6","9","None","NotLevel","40","62","Park","Level","3"
"8","42","blue","frc1647","frc87","frc25","82","3","9","None","Level","23","53","Docked","Level","1"
"9","47","blue","frc1168","frc87","frc1807","110","13","31","None","Level","34","54","Docked","Level","3"
"10","50","red","frc5895","frc8630","frc87","100","9","23","None","NotLevel","35","57","Docked","Level","3"
"11","53","blue","frc7110","frc8721","frc87","79","3","21","None","Level","16","38","Docked","Level","1"
"12","60","red","frc2722","frc87","frc5732","89","7","25","None","Level","27","49","Docked","Level","1"
