"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","5","blue","frc3163","frc2333","frc2357","74","12","27","None","Level","22","42","Docked","Level","1"
"2","10","blue","frc4523","frc3163","frc7744","54","0","8","None","NotLevel","19","41","None","Level","1"
"3","20","red","frc9007","frc3163","frc6832","82","3","6","None","Level","17","37","Park","Level","2"
"4","25","blue","frc3163","frc5006","frc1339","107","18","21","None","NotLevel","41","61","Park","Level","1"
"5","35","blue","frc3163","frc8752","frc5550","59","4","16","None","Level","16","38","Park","Level","3"
"6","40","red","frc2972","frc2410","frc3163","86","8","20","None","Level","24","46","None","Level","4"
"7","49","red","frc3163","frc2341","frc9244","24","0","0","None","Level","17","19","Docked","Level","0"
"8","56","blue","frc2773","frc3163","frc6026","89","6","18","None","Level","39","61","None","Level","1"
"9","64","red","frc2083","frc3931","frc3163","91","9","24","None","Level","30","52","Park","Level","3"
"10","75","red","frc8711","frc8064","frc3163","28","6","9","None","Level","15","19","Park","NotLevel","0"
