"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","5","red","frc8086","frc9007","frc4523","92","7","25","None","Level","30","52","Docked","Level","3"
"2","11","blue","frc9007","frc2410","frc1561","112","9","27","None","Level","35","65","Docked","Level","3"
"3","20","red","frc9007","frc3163","frc6832","82","3","6","None","Level","17","37","Docked","Level","2"
"4","27","blue","frc3931","frc4646","frc9007","135","9","30","None","Level","53","75","Docked","Level","4"
"5","33","red","frc9007","frc8136","frc2972","60","6","9","None","Level","16","46","Docked","Level","1"
"6","43","blue","frc935","frc9007","frc3465","80","7","13","None","NotLevel","27","47","Park","Level","0"
"7","51","red","frc2083","frc1986","frc9007","128","13","34","None","Level","34","64","Docked","Level","2"
"8","61","blue","frc5550","frc9007","frc3160","77","11","14","None","Level","23","43","Docked","Level","0"
"9","69","blue","frc8064","frc9007","frc8191","66","6","6","None","Level","17","23","Docked","NotLevel","0"
"10","76","red","frc7744","frc9244","frc9007","70","3","18","Docked","Level","20","42","Docked","Level","1"
